POSTCODE	POSTCODE_EIND	AANSLUITINGEN_AANTAL	PRODUCTSOORT	SJA_TOTAAL	SJA_GEMIDDELD	POSTCODE_AANTAL
3893KD	3893KD	20	ELK	83311	4165,55	1
3893KD	3893KD	20	GAS	24778	1238,90	1
3893KE	3893KE	30	ELK	111596	3719,87	1
3893KE	3893KE	26	GAS	25032	962,77	1
3893KG	3894AB	10	ELK	94432	9443,20	3
3893KG	3896LA	12	GAS	48172	4014,33	4
3894AC	3894AC	18	ELK	45781	2543,39	1
3894AD	3894AD	18	ELK	58232	3235,11	1
3894AE	3894AE	19	ELK	59507	3131,95	1
3894AG	3894AG	31	ELK	61041	1969,06	1
3894AH	3894AH	17	ELK	30008	1765,18	1
3894AJ	3894AJ	21	ELK	92529	4406,14	1
3894AK	3894AK	26	ELK	109318	4204,54	1
3894AL	3894AL	22	ELK	113333	5151,50	1
3894AM	3894AM	22	ELK	107826	4901,18	1
3894AN	3894AN	16	ELK	55019	3438,69	1
3894AP	3894AR	27	ELK	84609	3133,67	2
3894AS	3894AS	12	ELK	61842	5153,50	1
3894AT	3894AT	19	ELK	50446	2655,05	1
3894AV	3894AV	13	ELK	33487	2575,92	1
3894AW	3894AW	38	ELK	106375	2799,34	1
3894AX	3894AX	56	ELK	145728	2602,29	1
3894AZ	3894AZ	65	ELK	188713	2903,28	1
3894BA	3894BB	12	ELK	75344	6278,67	2
3894BC	3894BC	26	ELK	120730	4643,46	1
3894BD	3894BD	24	ELK	58794	2449,75	1
3894BE	3894BE	47	ELK	181385	3859,26	1
3894BG	3894BG	33	ELK	99260	3007,88	1
3894BH	3894BH	19	ELK	81409	4284,68	1
3894BJ	3894BJ	15	ELK	45892	3059,47	1
3894BK	3894BK	10	ELK	36624	3662,40	1
3894BL	3894BL	49	ELK	160165	3268,67	1
3894BM	3894BM	34	ELK	119220	3506,47	1
3894BN	3894BN	43	ELK	70696	1644,09	1
3894BP	3894BP	13	ELK	74171	5705,46	1
3894CA	3894CA	22	ELK	93963	4271,05	1
3894CB	3894CB	10	ELK	88897	8889,70	1
3894CC	3894CC	18	ELK	89770	4987,22	1
3894CD	3894CD	34	ELK	92614	2723,94	1
3894CE	3894CE	40	ELK	186496	4662,40	1
3894CG	3894CG	14	ELK	69286	4949,00	1
3894CH	3894CH	22	ELK	45813	2082,41	1
3894CK	3894CK	10	ELK	46185	4618,50	1
3894CL	3894CL	22	ELK	107841	4901,86	1
3894CM	3894CM	16	ELK	46041	2877,56	1
3894CP	3894CP	27	ELK	45219	1674,78	1
3894CR	3894CR	24	ELK	34862	1452,58	1
3894CS	3894CS	11	ELK	59109	5373,55	1
3894DA	3894DB	18	ELK	100909	5606,06	2
3894DC	3894DC	16	ELK	96913	6057,06	1
3894DD	3894DD	33	ELK	104964	3180,73	1
3894DE	3894DE	45	ELK	151903	3375,62	1
3894DG	3894DG	40	ELK	122048	3051,20	1
3894DH	3894DJ	29	ELK	140308	4838,21	2
3894DK	3894DK	25	ELK	58158	2326,32	1
3894DL	3894DL	19	ELK	75471	3972,16	1
3894DM	3894DM	10	ELK	33427	3342,70	1
3894DP	3894DP	27	ELK	81013	3000,48	1
3894DR	3894DR	19	ELK	63527	3343,53	1
3894DS	3894DS	15	ELK	42496	2833,07	1
3894DT	3894DT	14	ELK	94586	6756,14	1
3894EA	3894EB	36	ELK	169663	4712,86	2
3894EC	3894EC	13	ELK	21749	1673,00	1
3894EE	3894EE	23	ELK	113080	4916,52	1
3894EG	3894EG	30	ELK	118092	3936,40	1
3894EK	3894EK	38	ELK	129051	3396,08	1
3894EL	3894EM	23	ELK	71749	3119,52	2
3894EN	3894EN	57	ELK	188839	3312,96	1
3894EP	3894EP	17	ELK	23701	1394,18	1
3894ER	3894ER	21	ELK	68193	3247,29	1
3894ES	3894ES	46	ELK	144689	3145,41	1
3894ET	3894ET	19	ELK	38929	2048,89	1
3894EV	3894EZ	14	ELK	44831	3202,21	3
3894GC	3894GC	19	ELK	30083	1583,32	1
3894GD	3894GD	12	ELK	28853	2404,42	1
3894GE	3894GE	17	ELK	29065	1709,71	1
3894GG	3894GG	17	ELK	21343	1255,47	1
3894GH	3894GH	45	ELK	159332	3540,71	1
3894GJ	3894GJ	16	ELK	27437	1714,81	1
3894GK	3894GK	37	ELK	110236	2979,35	1
3894GL	3894GL	47	ELK	152013	3234,32	1
3894GM	3894GM	48	ELK	181283	3776,73	1
3894GN	3894GN	46	ELK	159106	3458,83	1
3894GP	3894GP	96	ELK	220368	2295,50	1
3894GR	3894GR	19	ELK	96430	5075,26	1
3894HG	3894KA	39	ELK	208835	5354,74	2
3894KB	3894KD	24	ELK	202147	8422,79	2
3894KE	3894KG	41	ELK	214032	5220,29	2
3894KK	3894KM	11	ELK	57895	5263,18	3
3894KP	3894KS	19	ELK	93197	4905,11	2
3894KT	3894KT	20	ELK	88689	4434,45	1
3894KW	3894LA	33	ELK	157991	4787,61	2
3894LB	3894MA	62	ELK	229950	3708,87	2
3894MB	3894MB	17	ELK	153830	9048,82	1
3894MC	3894MC	35	ELK	77702	2220,06	1
3894ME	3894ME	20	ELK	119807	5990,35	1
3894MG	3894MG	17	ELK	85517	5030,41	1
3894MH	3894MH	36	ELK	104560	2904,44	1
3894MJ	3894MJ	30	ELK	36095	1203,17	1
3894MK	3894MK	20	ELK	78221	3911,05	1
3895BX	3896LA	19	ELK	402277	21172,47	3
3896LC	3896LD	20	ELK	491580	24579,00	2
3896LC	3896LH	18	GAS	94943	5274,61	5
3896LG	3896LH	10	ELK	351913	35191,30	2
3896LJ	3896LJ	11	ELK	421147	38286,09	1
3896LJ	3896LJ	11	GAS	50673	4606,64	1
3896LK	3896LM	10	ELK	249876	24987,60	3
3896LK	3896LN	14	GAS	37728	2694,86	3
3896LN	3896LS	12	ELK	356633	29719,42	3
3896LP	3896LV	11	GAS	39720	3610,91	4
3896LT	3896LT	10	ELK	58794	5879,40	1
3896LV	3896LX	12	ELK	510747	42562,25	3
3896LW	3896LZ	26	GAS	104897	4034,50	3
3896LZ	3896LZ	20	ELK	471120	23556,00	1
3896MC	3897AA	13	ELK	198405	15261,92	2
3897AA	3897AH	10	GAS	69720	6972,00	5
3897AB	3897AB	25	ELK	190449	7617,96	1
3897AC	3897AD	11	ELK	144350	13122,73	2
3897AG	3897AG	10	ELK	252028	25202,80	1
3897AH	3897AJ	32	ELK	99855	3120,47	2
3897AJ	3897AK	10	GAS	4377	437,70	2
3897AK	3897AL	70	ELK	231102	3301,46	2
3897AL	3897AL	28	GAS	69889	2496,04	1
3897AM	3897AM	19	ELK	88254	4644,95	1
3897AM	3897LA	22	GAS	65039	2956,32	2
3897LA	3897LA	12	ELK	264093	22007,75	1
3897LB	3897LC	15	ELK	536438	35762,53	2
3897LB	3897LC	13	GAS	33115	2547,31	2
3897LD	3897LG	17	ELK	467029	27472,29	3
3897LD	3897LG	24	GAS	68879	2869,96	3
3897LH	3897LJ	25	ELK	529899	21195,96	2
3897LH	3897LH	14	GAS	46082	3291,57	1
3897LJ	3897LJ	11	GAS	26003	2363,91	1
3897LL	3897LL	13	ELK	394229	30325,31	1
3897LL	3897LL	13	GAS	46701	3592,38	1
3897LM	3897LM	13	ELK	452702	34823,23	1
3897LM	3897LM	22	GAS	62050	2820,45	1
3897LN	3897LN	11	ELK	113452	10313,82	1
3897LN	3897LN	13	GAS	37545	2888,08	1
3897LP	3897LP	23	ELK	678590	29503,91	1
3897LP	3897LP	22	GAS	55191	2508,68	1
3897LR	3897LT	15	ELK	381858	25457,20	3
3897LR	3897LS	14	GAS	42722	3051,57	2
3897LT	3897LV	12	GAS	37868	3155,67	2
3897LV	3897LW	16	ELK	393525	24595,31	2
3897LW	3897LW	19	GAS	55918	2943,05	1
3897LX	3898CA	10	ELK	178477	17847,70	6
3897LX	3898LA	21	GAS	63783	3037,29	4
3898LA	3898LA	11	ELK	259609	23600,82	1
3898LD	3898LD	26	ELK	243497	9365,27	1
3898LD	3898LD	14	GAS	62351	4453,64	1
3898LE	3898LH	17	ELK	481997	28352,76	3
3898LE	3898LH	11	GAS	36580	3325,45	3
3898LJ	3898LK	10	ELK	204728	20472,80	2
3898LJ	3898LJ	11	GAS	102903	9354,82	1
3898LK	3898LL	96	GAS	149127	1553,41	2
3898LL	3898LL	226	ELK	1280433	5665,63	1
3898LN	3898LN	14	ELK	278101	19864,36	1
3898LN	3898LN	10	GAS	30398	3039,80	1
3898LP	3898LP	10	ELK	80245	8024,50	1
3898LP	3899AE	12	GAS	24204	2017,00	3
3898LR	3898PQ	10	ELK	107954	10795,40	4
3899AA	3899AE	26	ELK	246375	9475,96	3
3899AH	3899AP	11	ELK	430465	39133,18	7
3899AJ	3899AN	10	GAS	80681	8068,10	4
3899AR	3899AW	10	GAS	72600	7260,00	4
3899AS	3899BB	12	ELK	156239	13019,92	4
3899AZ	3899BC	16	GAS	85113	5319,56	3
3899BC	3899BC	10	ELK	83945	8394,50	1
3899BD	3899BG	16	ELK	211399	13212,44	3
3899BD	3899BG	13	GAS	63880	4913,85	3
3899BJ	3899BM	10	ELK	94254	9425,40	4
3899BJ	3899BK	11	GAS	55073	5006,64	2
3899BL	3899BP	10	GAS	82067	8206,70	3
3899BN	3899BR	24	ELK	289600	12066,67	3
3899BR	3899BR	16	GAS	39306	2456,63	1
3899QQ	3899XS	19	ELK	300684	15825,47	4
3899XL	3899XS	12	GAS	94400	7866,67	2
3899XT	3905NA	12	ELK	191654	15971,17	3
3899XT	3905NA	10	GAS	51101	5110,10	2
3905NB	3905NH	22	ELK	97367	4425,77	3
3905NB	3905NR	18	GAS	63371	3520,61	3
3905NJ	3905NR	22	ELK	681224	30964,73	4
3905NS	3905NS	16	ELK	120018	7501,13	1
3905NS	3905NS	10	GAS	34388	3438,80	1
3905NT	3905NV	37	ELK	146664	3963,89	2
3905NT	3905NV	29	GAS	58000	2000,00	2
3905NW	3907AC	12	ELK	208555	17379,58	4
3905NW	3907CZ	14	GAS	38461	2747,21	4
3907CA	3907CA	39	ELK	89366	2291,44	1
3907CB	3907CB	35	ELK	111236	3178,17	1
3907CC	3907CC	25	ELK	114821	4592,84	1
3907CD	3907CD	23	ELK	125247	5445,52	1
3907CE	3907CE	11	ELK	26232	2384,73	1
3907CM	3907CZ	32	ELK	371034	11594,81	3
3907DA	3907DA	49	ELK	16371	334,10	1
3907DB	3907DB	69	ELK	79104	1146,43	1
3907DC	3907DC	16	ELK	49089	3068,06	1
3907DD	3907DD	15	ELK	26833	1788,87	1
3907DE	3907DE	16	ELK	49014	3063,38	1
3907DG	3907DG	38	ELK	184506	4855,42	1
3907DH	3907DH	17	ELK	28976	1704,47	1
3907DJ	3907GA	16	ELK	101412	6338,25	3
3907GB	3907GB	18	ELK	91561	5086,72	1
3907GC	3907GC	11	ELK	38392	3490,18	1
3907GD	3907GD	36	ELK	140590	3905,28	1
3907GE	3907GE	40	ELK	152229	3805,73	1
3907HA	3907HA	124	ELK	364842	2942,27	1
3907HB	3907HB	12	ELK	52335	4361,25	1
3907HC	3907HC	35	ELK	165163	4718,94	1
3907HD	3907HD	24	ELK	61221	2550,88	1
3907HE	3907HE	33	ELK	161990	4908,79	1
3907HG	3907HG	40	ELK	215438	5385,95	1
3907HH	3907HH	18	ELK	102061	5670,06	1
3907HJ	3907HJ	35	ELK	126355	3610,14	1
3907HK	3907HK	17	ELK	71759	4221,12	1
3907HL	3907HL	33	ELK	145923	4421,91	1
3907HM	3907HM	14	ELK	37865	2704,64	1
3907HN	3907HN	38	ELK	110730	2913,95	1
3907HP	3907HP	13	ELK	51684	3975,69	1
3907HR	3907HR	25	ELK	107244	4289,76	1
3907HW	3907HW	58	ELK	712822	12290,03	1
3907HX	3907HX	10	ELK	69514	6951,40	1
3907HX	3907KZ	10	GAS	18556	1855,60	3
3907HZ	3907HZ	24	ELK	171736	7155,67	1
3907JA	3907JC	48	ELK	193677	4034,94	2
3907JD	3907JD	40	ELK	141509	3537,73	1
3907JG	3907JG	14	ELK	44795	3199,64	1
3907JH	3907JK	49	ELK	192909	3936,92	2
3907JL	3907JL	15	ELK	40571	2704,73	1
3907JM	3907JM	19	ELK	48814	2569,16	1
3907JN	3907JN	14	ELK	57345	4096,07	1
3907JP	3907JP	16	ELK	60322	3770,13	1
3907JR	3907JR	26	ELK	104251	4009,65	1
3907JS	3907JS	31	ELK	146264	4718,19	1
3907JT	3907JT	25	ELK	86571	3462,84	1
3907JV	3907JV	19	ELK	55394	2915,47	1
3907JZ	3907KA	74	ELK	260666	3522,51	2
3907KB	3907KB	23	ELK	85175	3703,26	1
3907KC	3907KC	33	ELK	92965	2817,12	1
3907KD	3907KD	35	ELK	120192	3434,06	1
3907KG	3907KG	72	ELK	156598	2174,97	1
3907KH	3907KH	22	ELK	29286	1331,18	1
3907KK	3907KK	18	ELK	62180	3454,44	1
3907KL	3907KL	19	ELK	38546	2028,74	1
3907KM	3907KM	25	ELK	60362	2414,48	1
3907KN	3907KN	23	ELK	101290	4403,91	1
3907KP	3907KP	53	ELK	105806	1996,34	1
3907KR	3907KR	15	ELK	37389	2492,60	1
3907KS	3907KS	27	ELK	72615	2689,44	1
3907KT	3907KT	14	ELK	23480	1677,14	1
3907KW	3907KW	13	ELK	88669	6820,69	1
3907KX	3907KX	24	ELK	157076	6544,83	1
3907KZ	3907KZ	11	ELK	77032	7002,91	1
3907LA	3907LA	26	ELK	96597	3715,27	1
3907LB	3907LB	16	ELK	60247	3765,44	1
3907LC	3907LC	20	ELK	106980	5349,00	1
3907LD	3907LD	28	ELK	93784	3349,43	1
3907LE	3907LE	21	ELK	60494	2880,67	1
3907LG	3907LG	16	ELK	51162	3197,63	1
3907LH	3907LH	20	ELK	63645	3182,25	1
3907LJ	3907LJ	21	ELK	74177	3532,24	1
3907LK	3907LK	20	ELK	74055	3702,75	1
3907LL	3907LL	34	ELK	122751	3610,32	1
3907MA	3907MA	26	ELK	62200	2392,31	1
3907MB	3907MB	27	ELK	91317	3382,11	1
3907MC	3907MC	15	ELK	40907	2727,13	1
3907MD	3907MD	12	ELK	28352	2362,67	1
3907ME	3907ME	12	ELK	49091	4090,92	1
3907MG	3907MG	30	ELK	96698	3223,27	1
3907MH	3907MH	10	ELK	31195	3119,50	1
3907MJ	3907MK	24	ELK	89598	3733,25	2
3907ML	3907ML	23	ELK	69998	3043,39	1
3907MM	3907MM	41	ELK	104753	2554,95	1
3907MN	3907MN	30	ELK	66382	2212,73	1
3907MR	3907MS	16	ELK	60514	3782,13	2
3907MT	3907MT	13	ELK	34486	2652,77	1
3907MV	3907MV	11	ELK	45839	4167,18	1
3907MW	3907MW	23	ELK	65926	2866,35	1
3907MX	3907MX	19	ELK	55727	2933,00	1
3907MZ	3907MZ	15	ELK	58496	3899,73	1
3907NA	3907NA	35	ELK	72612	2074,63	1
3907NB	3907NB	23	ELK	56450	2454,35	1
3907NC	3907NC	10	ELK	27702	2770,20	1
3907ND	3907ND	31	ELK	87244	2814,32	1
3907NE	3907NE	35	ELK	69371	1982,03	1
3907NG	3907NG	20	ELK	89744	4487,20	1
3907NH	3907NH	67	ELK	181341	2706,58	1
3907NJ	3907NJ	29	ELK	142719	4921,34	1
3907NK	3907NX	13	ELK	97548	7503,69	2
3907NZ	3907NZ	29	ELK	67572	2330,07	1
3911VG	3911VK	13	GAS	41668	3205,23	3
3925AA	3925AA	41	ELK	128891	3143,68	1
3925AB	3925AB	30	ELK	127414	4247,13	1
3925BA	3925BA	20	ELK	167937	8396,85	1
3925BB	3925BB	21	ELK	111175	5294,05	1
3925BC	3925BD	12	ELK	96799	8066,58	2
3925BE	3925BE	21	ELK	87428	4163,24	1
3925BG	3925BG	11	ELK	53529	4866,27	1
3925BH	3925BJ	10	ELK	28745	2874,50	2
3925BK	3925BK	12	ELK	83033	6919,42	1
3925BL	3925BL	52	ELK	104801	2015,40	1
3925BM	3925BM	23	ELK	53227	2314,22	1
3925BN	3925BN	19	ELK	59190	3115,26	1
3925BP	3925BP	24	ELK	48574	2023,92	1
3925BR	3925BR	17	ELK	167721	9865,94	1
3925BS	3925BS	23	ELK	133416	5800,70	1
3925BT	3925BT	21	ELK	82432	3925,33	1
3925BV	3925BV	12	ELK	111276	9273,00	1
3925BW	3925BW	34	ELK	123593	3635,09	1
3925BX	3925BX	30	ELK	96644	3221,47	1
3925BZ	3925BZ	35	ELK	147443	4212,66	1
3925CA	3925CA	44	ELK	303219	6891,34	1
3925CB	3925CB	28	ELK	159446	5694,50	1
3925CC	3925CC	13	ELK	108616	8355,08	1
3925CD	3925CD	14	ELK	87589	6256,36	1
3925CE	3925CE	22	ELK	102974	4680,64	1
3925CG	3925CG	18	ELK	78727	4373,72	1
3925CH	3925CJ	28	ELK	125451	4480,39	2
3925CK	3925CK	10	ELK	214701	21470,10	1
3925DA	3925DC	10	ELK	186655	18665,50	3
3925EA	3925EA	16	ELK	45440	2840,00	1
3925EB	3925EB	21	ELK	66486	3166,00	1
3925EC	3925EC	61	ELK	198743	3258,08	1
3925ED	3925ED	16	ELK	46307	2894,19	1
3925EE	3925EE	11	ELK	33689	3062,64	1
3925EG	3925EG	16	ELK	67600	4225,00	1
3925EH	3925EH	15	ELK	136217	9081,13	1
3925EJ	3925EJ	19	ELK	57092	3004,84	1
3925EK	3925EK	22	ELK	56521	2569,14	1
3925EL	3925EL	13	ELK	31323	2409,46	1
3925EM	3925EM	16	ELK	53502	3343,88	1
3925EN	3925EN	50	ELK	56843	1136,86	1
3925EP	3925EP	14	ELK	30456	2175,43	1
3925ER	3925ER	20	ELK	54748	2737,40	1
3925ES	3925ES	18	ELK	50700	2816,67	1
3925ET	3925ET	27	ELK	74183	2747,52	1
3925EV	3925EV	16	ELK	40767	2547,94	1
3925EW	3925EW	18	ELK	43098	2394,33	1
3925EX	3925EX	24	ELK	58358	2431,58	1
3925EZ	3925EZ	37	ELK	109023	2946,57	1
3925GA	3925GA	26	ELK	114634	4409,00	1
3925GB	3925GB	16	ELK	57407	3587,94	1
3925GC	3925GC	24	ELK	70284	2928,50	1
3925GD	3925GD	26	ELK	124781	4799,27	1
3925GE	3925GE	30	ELK	83594	2786,47	1
3925GG	3925HA	32	ELK	90245	2820,16	3
3925HB	3925HB	31	ELK	82684	2667,23	1
3925HC	3925HC	28	ELK	67461	2409,32	1
3925HD	3925HD	27	ELK	64062	2372,67	1
3925HE	3925HE	14	ELK	41322	2951,57	1
3925HG	3925HG	18	ELK	39259	2181,06	1
3925HH	3925HH	17	ELK	48598	2858,71	1
3925HJ	3925HJ	13	ELK	31253	2404,08	1
3925HK	3925HK	13	ELK	31927	2455,92	1
3925HL	3925HL	12	ELK	26523	2210,25	1
3925HM	3925HM	51	ELK	163365	3203,24	1
3925HN	3925HN	11	ELK	37554	3414,00	1
3925HP	3925HP	38	ELK	89499	2355,24	1
3925HR	3925HR	12	ELK	33478	2789,83	1
3925HS	3925HS	15	ELK	23774	1584,93	1
3925HT	3925HT	16	ELK	38549	2409,31	1
3925HV	3925HV	25	ELK	60002	2400,08	1
3925HW	3925HW	14	ELK	37990	2713,57	1
3925HX	3925JA	19	ELK	66259	3487,32	2
3925JB	3925JB	17	ELK	47739	2808,18	1
3925JC	3925JC	21	ELK	47362	2255,33	1
3925JD	3925JD	20	ELK	39194	1959,70	1
3925JE	3925JE	15	ELK	37951	2530,07	1
3925JG	3925JH	24	ELK	70661	2944,21	2
3925JJ	3925JJ	14	ELK	42961	3068,64	1
3925JK	3925JK	16	ELK	39225	2451,56	1
3925JL	3925JL	59	ELK	185984	3152,27	1
3925JM	3925JM	11	ELK	186279	16934,45	1
3925JN	3925JN	10	ELK	81315	8131,50	1
3925JP	3925JP	23	ELK	190458	8280,78	1
3925JR	3925JR	34	ELK	101311	2979,74	1
3925JS	3925JS	29	ELK	150125	5176,72	1
3925JT	3925JT	21	ELK	77957	3712,24	1
3925JV	3925JW	65	ELK	160730	2472,77	2
3925JX	3925JX	27	ELK	56055	2076,11	1
3925JZ	3925KA	31	ELK	136161	4392,29	2
3925KB	3925KB	11	ELK	136110	12373,64	1
3925KC	3925KC	31	ELK	283504	9145,29	1
3925KD	3925KD	12	ELK	63377	5281,42	1
3925KE	3925KE	17	ELK	64764	3809,65	1
3925KG	3925KG	14	ELK	130600	9328,57	1
3925KH	3925KH	18	ELK	110995	6166,39	1
3925KJ	3925KJ	39	ELK	185484	4756,00	1
3925KK	3925KK	29	ELK	156763	5405,62	1
3925KL	3925KL	16	ELK	60750	3796,88	1
3925KM	3925KM	14	ELK	56089	4006,36	1
3925KN	3925KN	18	ELK	98056	5447,56	1
3925KP	3925KP	11	ELK	36813	3346,64	1
3925KR	3925KR	22	ELK	67370	3062,27	1
3925KS	3925KT	25	ELK	277010	11080,40	2
3925KV	3925KW	31	ELK	75355	2430,81	2
3925KZ	3925KZ	14	ELK	46765	3340,36	1
3925LA	3925LA	36	ELK	144650	4018,06	1
3925LB	3925LB	26	ELK	108436	4170,62	1
3925LC	3925LC	28	ELK	149694	5346,21	1
3925LD	3925LD	20	ELK	145515	7275,75	1
3925LE	3925LG	29	ELK	152308	5252,00	2
3925LH	3925LH	30	ELK	82635	2754,50	1
3925LJ	3925LJ	13	ELK	75178	5782,92	1
3925LK	3925LK	10	ELK	28324	2832,40	1
3925LL	3925LL	14	ELK	32189	2299,21	1
3925LM	3925LM	16	ELK	40170	2510,63	1
3925LN	3925LN	18	ELK	54548	3030,44	1
3925LP	3925LP	26	ELK	98451	3786,58	1
3925LR	3925LS	34	ELK	87017	2559,32	2
3925LT	3925LT	15	ELK	43007	2867,13	1
3925LV	3925LV	18	ELK	35417	1967,61	1
3925LW	3925LW	46	ELK	311326	6767,96	1
3925LX	3925LZ	17	ELK	51227	3013,35	2
3925MB	3925MB	11	ELK	51025	4638,64	1
3925MC	3925ME	15	ELK	166640	11109,33	3
3925MG	3925MH	27	ELK	344819	12771,07	2
3925MJ	3925MJ	23	ELK	265462	11541,83	1
3925MN	3925MR	25	ELK	414461	16578,44	3
3925MS	3925MS	18	ELK	186823	10379,06	1
3925MT	3925MT	10	ELK	70764	7076,40	1
3925MV	3925MZ	11	ELK	60728	5520,73	3
3925NA	3925NC	10	ELK	141114	14111,40	3
3925NZ	3925PA	21	ELK	37916	1805,52	2
3925RA	3925RA	13	ELK	29085	2237,31	1
3925RB	3925RB	18	ELK	58146	3230,33	1
3925RC	3925RD	20	ELK	77177	3858,85	2
3925RE	3925RG	29	ELK	80917	2790,24	2
3925RH	3925RH	22	ELK	59488	2704,00	1
3925RJ	3925RJ	14	ELK	34421	2458,64	1
3925RK	3925RK	14	ELK	41962	2997,29	1
3925RL	3925RL	15	ELK	52133	3475,53	1
3925RM	3925RM	15	ELK	37793	2519,53	1
3925RN	3925RN	14	ELK	36498	2607,00	1
3925RP	3925RP	17	ELK	45761	2691,82	1
3925RR	3925RR	10	ELK	33280	3328,00	1
3925RS	3925RS	19	ELK	42660	2245,26	1
3925RT	3925RV	17	ELK	70783	4163,71	2
3925RW	3925RW	19	ELK	47423	2495,95	1
3925RX	3925RX	19	ELK	49407	2600,37	1
3925RZ	3925RZ	18	ELK	39644	2202,44	1
3925SB	3925SB	16	ELK	64491	4030,69	1
3925SC	3925SC	14	ELK	46201	3300,07	1
3925SE	3925SE	25	ELK	74629	2985,16	1
3925SG	3925SG	21	ELK	43703	2081,10	1
3925SH	3925SJ	35	ELK	90233	2578,09	2
3925SK	3925SK	30	ELK	106491	3549,70	1
3925SL	3925SL	24	ELK	61630	2567,92	1
3925SM	3925SN	17	ELK	67740	3984,71	2
3925SP	3925SP	10	ELK	34661	3466,10	1
3925SR	3925SR	36	ELK	139102	3863,94	1
3925ST	3925SV	13	ELK	28541	2195,46	2
3925SW	3925SW	16	ELK	25490	1593,13	1
3925SX	3925SX	29	ELK	107187	3696,10	1
3925SZ	3925SZ	28	ELK	137867	4923,82	1
3925TA	3925TA	38	ELK	113648	2990,74	1
3925TB	3925TC	27	ELK	73893	2736,78	2
3925TD	3925TD	13	ELK	36877	2836,69	1
3925TE	3925TE	15	ELK	44559	2970,60	1
3925TG	3925TG	27	ELK	67181	2488,19	1
3925TH	3925TH	10	ELK	31916	3191,60	1
3925TJ	3925TJ	11	ELK	34298	3118,00	1
3925TK	3925TK	18	ELK	42517	2362,06	1
3925TL	3925TL	12	ELK	56018	4668,17	1
3925TM	3925TM	25	ELK	52876	2115,04	1
3925TN	3925TN	17	ELK	41864	2462,59	1
3925TP	3925TP	19	ELK	67448	3549,89	1
3925TR	3925TR	51	ELK	169755	3328,53	1
3925TS	3925TS	24	ELK	74141	3089,21	1
3925TT	3925TT	43	ELK	133665	3108,49	1
3925TV	3925TV	18	ELK	59829	3323,83	1
3925TW	3925TW	13	ELK	37663	2897,15	1
3925TX	3925VA	30	ELK	91018	3033,93	2
3925VB	3925VB	24	ELK	86427	3601,13	1
3925VC	3925VC	14	ELK	48127	3437,64	1
3925VD	3925VD	23	ELK	66702	2900,09	1
3925VE	3925VE	19	ELK	52445	2760,26	1
3925VG	3925VG	24	ELK	78211	3258,79	1
3925VH	3925VH	25	ELK	78190	3127,60	1
3925VJ	3925VJ	17	ELK	55340	3255,29	1
3925VK	3925VL	22	ELK	103441	4701,86	2
3925VM	3925VN	18	ELK	35164	1953,56	2
3925VP	3925VP	13	ELK	35226	2709,69	1
3925VR	3925VR	10	ELK	22012	2201,20	1
3925VS	3925VS	20	ELK	82820	4141,00	1
3925VT	3925VT	18	ELK	31516	1750,89	1
3925VV	3925WB	27	ELK	83601	3096,33	2
3925WC	3925WC	23	ELK	68171	2963,96	1
3925WD	3925WE	24	ELK	44926	1871,92	2
3925WG	3925WG	23	ELK	74670	3246,52	1
3925WJ	3925WJ	16	ELK	40898	2556,13	1
3925WK	3925WK	13	ELK	44479	3421,46	1
3925WL	3925WL	19	ELK	54746	2881,37	1
3925WN	3925WN	13	ELK	49670	3820,77	1
3925WP	3925WP	19	ELK	75500	3973,68	1
3925XA	3925XA	21	ELK	63285	3013,57	1
3925XB	3925XB	25	ELK	94196	3767,84	1
3925XC	3925XC	24	ELK	65521	2730,04	1
3925XD	3925XD	24	ELK	67546	2814,42	1
3925XE	3925XE	27	ELK	100079	3706,63	1
3925XG	3925XG	18	ELK	49727	2762,61	1
3925XH	3925XH	13	ELK	35173	2705,62	1
3925XJ	3925XJ	20	ELK	49672	2483,60	1
3925XK	3925XK	17	ELK	48103	2829,59	1
3927CB	4001AA	12	GAS	26515	2209,58	3
3927ED	4001AA	16	ELK	128509	8031,81	4
4001AB	4001AB	14	ELK	155878	11134,14	1
4001AB	4001AB	11	GAS	19538	1776,18	1
4001AC	4001AD	10	ELK	128558	12855,80	2
4001AC	4001AG	21	GAS	63732	3034,86	4
4001AE	4001AG	20	ELK	148504	7425,20	2
4001AH	4001AH	21	ELK	145591	6932,90	1
4001AH	4001AH	21	GAS	36127	1720,33	1
4001AJ	4001AK	20	ELK	158773	7938,65	2
4001AJ	4001AK	12	GAS	43978	3664,83	2
4001AL	4001AL	13	ELK	87370	6720,77	1
4001AL	4001AM	20	GAS	48131	2406,55	2
4001AM	4001AM	14	ELK	164592	11756,57	1
4001AN	4001AN	25	ELK	191193	7647,72	1
4001AN	4001AN	19	GAS	35794	1883,89	1
4001AP	4001AP	16	ELK	244956	15309,75	1
4001AP	4001AP	13	GAS	55244	4249,54	1
4001AR	4001AR	22	ELK	289400	13154,55	1
4001AR	4001AR	13	GAS	30748	2365,23	1
4001AS	4001AT	13	ELK	126147	9703,62	2
4001AS	4001AT	12	GAS	62701	5225,08	2
4001AV	4001AV	73	ELK	215207	2948,04	1
4001AV	4001AV	38	GAS	31387	825,97	1
4001AW	4001AW	38	ELK	105816	2784,63	1
4001AW	4001AW	26	GAS	32256	1240,62	1
