POSTCODE	POSTCODE_EIND	AANSLUITINGEN_AANTAL	PRODUCTSOORT	SJA_TOTAAL	SJA_GEMIDDELD	POSTCODE_AANTAL
7001BT	7001BT	53	ELK	108765	2052,17	1
7001BT	7001BT	51	GAS	35938	704,67	1
7001BV	7001BV	65	ELK	260845	4013,00	1
7001BV	7001BV	58	GAS	55008	948,41	1
7001BW	7001BW	17	ELK	728636	42860,94	1
7001BW	7001BW	17	GAS	87326	5136,82	1
7001BX	7001BX	28	ELK	526414	18800,50	1
7001BX	7001BX	26	GAS	51512	1981,23	1
7001BZ	7001BZ	17	ELK	283237	16661,00	1
7001BZ	7001BZ	10	GAS	24182	2418,20	1
7001CA	7001CA	63	ELK	281281	4464,78	1
7001CA	7001CA	54	GAS	53298	987,00	1
7001CB	7001CB	37	ELK	256549	6933,76	1
7001CB	7001CB	33	GAS	80457	2438,09	1
7001CC	7001CC	19	ELK	78954	4155,47	1
7001CC	7001CC	19	GAS	28778	1514,63	1
7001CD	7001CD	14	ELK	87699	6264,21	1
7001CD	7001CE	25	GAS	121024	4840,96	2
7001CE	7001CE	20	ELK	196111	9805,55	1
7001CG	7001CG	36	ELK	209417	5817,14	1
7001CG	7001CG	37	GAS	89859	2428,62	1
7001CH	7001CH	64	ELK	270069	4219,83	1
7001CH	7001CH	54	GAS	54625	1011,57	1
7001CJ	7001CJ	26	ELK	113979	4383,81	1
7001CJ	7001CJ	26	GAS	43740	1682,31	1
7001CK	7001CK	11	ELK	40817	3710,64	1
7001CK	7001CK	11	GAS	18029	1639,00	1
7001CL	7001CM	19	ELK	89352	4702,74	2
7001CL	7001CM	19	GAS	28612	1505,89	2
7001CN	7001CN	11	ELK	34366	3124,18	1
7001CN	7001CN	10	GAS	24314	2431,40	1
7001CP	7001CP	16	ELK	42388	2649,25	1
7001CP	7001CP	16	GAS	20372	1273,25	1
7001CR	7001CR	26	ELK	147806	5684,85	1
7001CR	7001CR	22	GAS	42581	1935,50	1
7001CS	7001CT	14	ELK	145118	10365,57	2
7001CS	7001CT	14	GAS	40258	2875,57	2
7001CV	7001CV	12	ELK	57157	4763,08	1
7001CV	7001CV	12	GAS	23202	1933,50	1
7001CW	7001CW	12	ELK	65214	5434,50	1
7001CW	7001CW	11	GAS	19757	1796,09	1
7001CX	7001CX	35	ELK	97884	2796,69	1
7001CX	7001CX	33	GAS	48804	1478,91	1
7001CZ	7001DA	24	ELK	140860	5869,17	2
7001CZ	7001DA	23	GAS	28963	1259,26	2
7001DB	7001DB	10	ELK	19584	1958,40	1
7001DB	7001DC	22	GAS	24809	1127,68	2
7001DC	7001DC	15	ELK	40244	2682,93	1
7001DD	7001DG	31	ELK	82300	2654,84	3
7001DD	7001DG	31	GAS	28762	927,81	3
7001DH	7001DH	19	ELK	73972	3893,26	1
7001DH	7001DH	19	GAS	33456	1760,84	1
7001DJ	7001DJ	144	ELK	397570	2760,90	1
7001DJ	7001DJ	70	GAS	24450	349,29	1
7001DK	7001DK	25	ELK	44149	1765,96	1
7001DK	7001DK	23	GAS	15968	694,26	1
7001DL	7001DL	148	ELK	401857	2715,25	1
7001DL	7001DL	47	GAS	30850	656,38	1
7001DM	7001DM	17	ELK	27492	1617,18	1
7001DM	7001DM	17	GAS	13377	786,88	1
7001DN	7001DN	56	ELK	214250	3825,89	1
7001DN	7001DN	51	GAS	51648	1012,71	1
7001DP	7001DP	112	ELK	323978	2892,66	1
7001DP	7001DP	101	GAS	89772	888,83	1
7001DR	7001DR	10	ELK	69799	6979,90	1
7001DR	7001DS	43	GAS	43754	1017,53	2
7001DS	7001DS	68	ELK	252806	3717,74	1
7001DT	7001DT	28	ELK	95719	3418,54	1
7001DT	7001DT	25	GAS	20896	835,84	1
7001DV	7001DV	100	ELK	498796	4987,96	1
7001DV	7001DV	95	GAS	90622	953,92	1
7001DW	7001DW	45	ELK	321542	7145,38	1
7001DW	7001DW	37	GAS	31116	840,97	1
7001DX	7001DX	13	ELK	51105	3931,15	1
7001DX	7001DX	11	GAS	11670	1060,91	1
7001DZ	7001DZ	30	ELK	104449	3481,63	1
7001DZ	7001DZ	26	GAS	21230	816,54	1
7001EA	7001EC	25	ELK	278734	11149,36	3
7001EA	7001EC	15	GAS	41490	2766,00	3
7001ED	7001ED	37	ELK	144216	3897,73	1
7001ED	7001EG	10	GAS	21967	2196,70	3
7001EE	7001EJ	27	ELK	174710	6470,74	3
7001EJ	7001EJ	20	GAS	25662	1283,10	1
7001EK	7001EK	11	ELK	39616	3601,45	1
7001EK	7001EK	13	GAS	30387	2337,46	1
7001EL	7001EL	23	ELK	61359	2667,78	1
7001EL	7001EL	21	GAS	25849	1230,90	1
7001EM	7001EN	27	ELK	76217	2822,85	2
7001EM	7001EN	27	GAS	36354	1346,44	2
7001EP	7001EP	28	ELK	52471	1873,96	1
7001EP	7001EP	26	GAS	28943	1113,19	1
7001ER	7001ER	21	ELK	17019	810,43	1
7001ER	7001ER	19	GAS	11122	585,37	1
7001ES	7001ET	14	ELK	49598	3542,71	2
7001ES	7001ET	14	GAS	22893	1635,21	2
7001EV	7001EV	15	ELK	43814	2920,93	1
7001EV	7001EV	15	GAS	22871	1524,73	1
7001EW	7001EW	49	ELK	375200	7657,14	1
7001EW	7001EW	41	GAS	89400	2180,49	1
7001EX	7001EX	32	ELK	158679	4958,72	1
7001EX	7001EX	16	GAS	17374	1085,88	1
7001EZ	7001EZ	13	ELK	133867	10297,46	1
7001EZ	7001GA	21	GAS	38955	1855,00	2
7001GA	7001GA	13	ELK	53354	4104,15	1
7001GB	7001GD	17	ELK	87466	5145,06	3
7001GB	7001GD	17	GAS	36176	2128,00	3
7001GE	7001GE	12	ELK	31845	2653,75	1
7001GE	7001GE	11	GAS	14373	1306,64	1
7001GG	7001GH	14	ELK	56761	4054,36	2
7001GG	7001GH	14	GAS	22218	1587,00	2
7001GJ	7001GJ	12	ELK	56671	4722,58	1
7001GJ	7001GJ	12	GAS	24384	2032,00	1
7001GK	7001GL	20	ELK	164815	8240,75	2
7001GK	7001GL	18	GAS	64499	3583,28	2
7001GM	7001GM	21	ELK	284547	13549,86	1
7001GM	7001GM	19	GAS	65330	3438,42	1
7001GN	7001GN	15	ELK	231683	15445,53	1
7001GN	7001GN	10	GAS	51546	5154,60	1
7001GP	7001GS	24	ELK	85463	3560,96	2
7001GP	7001GS	24	GAS	42933	1788,88	2
7001GT	7001GV	33	ELK	183097	5548,39	2
7001GT	7001GV	30	GAS	53843	1794,77	2
7001GW	7001GW	20	ELK	79212	3960,60	1
7001GW	7001GW	20	GAS	31540	1577,00	1
7001GX	7001GX	12	ELK	54959	4579,92	1
7001GX	7001GX	12	GAS	16761	1396,75	1
7001GZ	7001GZ	12	ELK	57651	4804,25	1
7001GZ	7001GZ	12	GAS	21326	1777,17	1
7001HC	7001HC	14	ELK	157588	11256,29	1
7001HC	7001HC	16	GAS	42296	2643,50	1
7001HD	7001HE	13	ELK	49991	3845,46	2
7001HD	7001HE	13	GAS	21799	1676,85	2
7001HG	7001HJ	12	ELK	70334	5861,17	3
7001HG	7001HJ	11	GAS	47932	4357,45	3
7001HK	7001HK	12	ELK	37980	3165,00	1
7001HK	7001HK	12	GAS	14712	1226,00	1
7001HL	7001HL	10	ELK	25757	2575,70	1
7001HL	7001HL	10	GAS	12517	1251,70	1
7001HM	7001HN	20	ELK	75886	3794,30	2
7001HM	7001HN	19	GAS	26816	1411,37	2
7001JA	7001JA	41	ELK	80076	1953,07	1
7001JA	7001JA	25	GAS	13231	529,24	1
7001JD	7001JD	68	ELK	181574	2670,21	1
7001JD	7001JD	65	GAS	61395	944,54	1
7001JE	7001JE	29	ELK	83929	2894,10	1
7001JE	7001KD	34	GAS	80920	2380,00	5
7001KA	7001KB	16	ELK	92433	5777,06	2
7001KC	7001KD	56	ELK	143657	2565,30	2
7001KE	7001KE	36	ELK	75934	2109,28	1
7001KE	7001KE	29	GAS	12410	427,93	1
7001KG	7001KG	46	ELK	117253	2548,98	1
7001KG	7001KG	42	GAS	31593	752,21	1
7001KH	7001KH	21	ELK	71026	3382,19	1
7001KH	7001KH	21	GAS	20471	974,81	1
7001KJ	7001KJ	31	ELK	72701	2345,19	1
7001KJ	7001KJ	30	GAS	24638	821,27	1
7001LA	7001LA	11	ELK	45932	4175,64	1
7001LA	7001LA	11	GAS	12596	1145,09	1
7001LB	7001ZA	26	ELK	153207	5892,58	2
7001LB	7001ZA	23	GAS	29609	1287,35	2
7001ZB	7001ZB	11	ELK	22220	2020,00	1
7001ZB	7001ZB	11	GAS	9251	841,00	1
7001ZC	7001ZC	15	ELK	56161	3744,07	1
7001ZC	7001ZC	14	GAS	15079	1077,07	1
7001ZD	7001ZD	16	ELK	26331	1645,69	1
7001ZD	7001ZD	16	GAS	14245	890,31	1
7001ZZ	7002AB	10	ELK	111095	11109,50	3
7002AA	7002AC	17	GAS	39379	2316,41	3
7002AC	7002AC	10	ELK	67437	6743,70	1
7002AD	7002AD	22	ELK	56653	2575,14	1
7002AD	7002AD	20	GAS	22629	1131,45	1
7002AE	7002AE	13	ELK	32318	2486,00	1
7002AE	7002AE	11	GAS	7806	709,64	1
7002AG	7002AG	39	ELK	140999	3615,36	1
7002AG	7002AG	35	GAS	36367	1039,06	1
7002AH	7002AH	13	ELK	44898	3453,69	1
7002AH	7002AH	12	GAS	15648	1304,00	1
7002AJ	7002AJ	39	ELK	116873	2996,74	1
7002AJ	7002AJ	38	GAS	35111	923,97	1
7002AK	7002AK	19	ELK	50306	2647,68	1
7002AK	7002AK	19	GAS	19252	1013,26	1
7002AL	7002AL	24	ELK	59293	2470,54	1
7002AL	7002AL	24	GAS	21567	898,63	1
7002AM	7002AM	17	ELK	37709	2218,18	1
7002AM	7002AM	17	GAS	16935	996,18	1
7002AN	7002AN	16	ELK	49107	3069,19	1
7002AN	7002AN	15	GAS	18641	1242,73	1
7002AP	7002AP	14	ELK	19473	1390,93	1
7002AP	7002AP	14	GAS	12848	917,71	1
7002AR	7002AR	54	ELK	124100	2298,15	1
7002AR	7002AR	51	GAS	31349	614,69	1
7002AS	7002AS	21	ELK	47798	2276,10	1
7002AS	7002AS	17	GAS	11297	664,53	1
7002AT	7002AT	20	ELK	39262	1963,10	1
7002AT	7002AT	20	GAS	9261	463,05	1
7002AV	7002AV	19	ELK	24973	1314,37	1
7002AV	7002AV	16	GAS	11059	691,19	1
7002AW	7002AW	22	ELK	64731	2942,32	1
7002AW	7002AW	20	GAS	26378	1318,90	1
7002AX	7002AX	13	ELK	29820	2293,85	1
7002AX	7002AX	12	GAS	11583	965,25	1
7002AZ	7002AZ	103	ELK	208890	2028,06	1
7002AZ	7002AZ	16	GAS	345	21,56	1
7002BA	7002BA	20	ELK	49569	2478,45	1
7002BA	7002BA	10	GAS	220	22,00	1
7002BB	7002BC	29	ELK	81698	2817,17	2
7002BB	7002BD	12	GAS	336	28,00	3
7002BD	7002BE	25	ELK	55974	2238,96	2
7002BE	7002BE	17	GAS	11237	661,00	1
7002BG	7002BG	26	ELK	42457	1632,96	1
7002BG	7002BG	24	GAS	17491	728,79	1
7002BH	7002BJ	25	ELK	37703	1508,12	2
7002BH	7002BJ	25	GAS	18292	731,68	2
7002BK	7002BK	13	ELK	21429	1648,38	1
7002BK	7002BK	12	GAS	9211	767,58	1
7002BL	7002BL	13	ELK	26897	2069,00	1
7002BL	7002BL	12	GAS	10624	885,33	1
7002BM	7002BM	13	ELK	35879	2759,92	1
7002BM	7002BM	13	GAS	8981	690,85	1
7002BN	7002BN	14	ELK	33497	2392,64	1
7002BN	7002BN	13	GAS	10483	806,38	1
7002BP	7002BP	25	ELK	34174	1366,96	1
7002BP	7002BP	24	GAS	13282	553,42	1
7002BR	7002BR	24	ELK	26387	1099,46	1
7002BR	7002BR	24	GAS	14002	583,42	1
7002BS	7002BS	24	ELK	32461	1352,54	1
7002BS	7002BS	24	GAS	10578	440,75	1
7002BT	7002BT	24	ELK	33225	1384,38	1
7002BT	7002BT	24	GAS	14035	584,79	1
7002BV	7002BV	16	ELK	21528	1345,50	1
7002BV	7002BV	16	GAS	8946	559,13	1
7002BW	7002BW	19	ELK	39231	2064,79	1
7002BW	7002BW	18	GAS	18238	1013,22	1
7002BX	7002BX	14	ELK	48623	3473,07	1
7002BX	7002BX	14	GAS	19105	1364,64	1
7002BZ	7002CA	22	ELK	111501	5068,23	2
7002BZ	7002CA	18	GAS	30562	1697,89	2
7002CB	7002CE	10	ELK	50140	5014,00	3
7002CB	7002CG	36	GAS	67796	1883,22	4
7002CG	7002CG	27	ELK	160386	5940,22	1
7002CH	7002CH	12	ELK	53841	4486,75	1
7002CH	7002CH	11	GAS	18732	1702,91	1
7002CJ	7002CJ	21	ELK	98661	4698,14	1
7002CJ	7002CJ	21	GAS	57803	2752,52	1
7002CK	7002CK	10	ELK	43927	4392,70	1
7002CK	7002CM	25	GAS	34090	1363,60	2
7002CM	7002CM	16	ELK	31240	1952,50	1
7002CN	7002CN	17	ELK	29493	1734,88	1
7002CN	7002CN	15	GAS	8411	560,73	1
7002CP	7002CP	16	ELK	31703	1981,44	1
7002CP	7002CP	16	GAS	12867	804,19	1
7002CR	7002CR	17	ELK	30055	1767,94	1
7002CR	7002CR	15	GAS	9531	635,40	1
7002CS	7002CS	16	ELK	24784	1549,00	1
7002CS	7002CS	16	GAS	13076	817,25	1
7002CT	7002CV	24	ELK	49131	2047,13	2
7002CT	7002CV	23	GAS	23104	1004,52	2
7002CW	7002CW	26	ELK	47591	1830,42	1
7002CW	7002CW	25	GAS	13664	546,56	1
7002CX	7002CX	26	ELK	41548	1598,00	1
7002CX	7002CX	25	GAS	15670	626,80	1
7002CZ	7002CZ	24	ELK	35493	1478,88	1
7002CZ	7002CZ	25	GAS	17728	709,12	1
7002DA	7002DB	28	ELK	68766	2455,93	2
7002DA	7002DB	28	GAS	25696	917,71	2
7002DC	7002DC	25	ELK	47836	1913,44	1
7002DC	7002DC	25	GAS	19640	785,60	1
7002DD	7002DD	25	ELK	134627	5385,08	1
7002DD	7002DD	24	GAS	32451	1352,13	1
7002DE	7002DE	16	ELK	32660	2041,25	1
7002DE	7002DE	16	GAS	13909	869,31	1
7002DG	7002DG	16	ELK	27166	1697,88	1
7002DG	7002DG	16	GAS	10551	659,44	1
7002DH	7002DH	24	ELK	45814	1908,92	1
7002DH	7002DH	24	GAS	18479	769,96	1
7002DJ	7002DJ	24	ELK	57714	2404,75	1
7002DJ	7002DJ	25	GAS	20791	831,64	1
7002DK	7002DK	12	ELK	27757	2313,08	1
7002DK	7002DK	12	GAS	11992	999,33	1
7002DL	7002DL	17	ELK	36335	2137,35	1
7002DL	7002DL	16	GAS	11246	702,88	1
7002DM	7002DM	25	ELK	57997	2319,88	1
7002DM	7002DM	25	GAS	21374	854,96	1
7002DN	7002DN	24	ELK	63333	2638,88	1
7002DN	7002DN	24	GAS	20696	862,33	1
7002DP	7002DP	22	ELK	41859	1902,68	1
7002DP	7002DP	22	GAS	16454	747,91	1
7002DR	7002DR	23	ELK	45504	1978,43	1
7002DR	7002DR	22	GAS	15541	706,41	1
7002DS	7002DS	16	ELK	49056	3066,00	1
7002DS	7002DS	16	GAS	16168	1010,50	1
7002DT	7002DT	25	ELK	63128	2525,12	1
7002DT	7002DT	24	GAS	18803	783,46	1
7002DV	7002DV	24	ELK	60452	2518,83	1
7002DV	7002DV	24	GAS	17414	725,58	1
7002DW	7002DW	24	ELK	64851	2702,13	1
7002DW	7002DW	24	GAS	23023	959,29	1
7002DX	7002DX	20	ELK	46249	2312,45	1
7002DX	7002DX	20	GAS	18625	931,25	1
7002DZ	7002EA	33	ELK	77997	2363,55	2
7002DZ	7002EA	32	GAS	29570	924,06	2
7002EB	7002EB	17	ELK	35343	2079,00	1
7002EB	7002EB	16	GAS	12202	762,63	1
7002EC	7002EC	16	ELK	35696	2231,00	1
7002EC	7002EC	16	GAS	10414	650,88	1
7002ED	7002EE	31	ELK	56573	1824,94	2
7002ED	7002EE	31	GAS	21523	694,29	2
7002EG	7002EG	22	ELK	50892	2313,27	1
7002EG	7002EG	22	GAS	23658	1075,36	1
7002EH	7002EH	24	ELK	51213	2133,88	1
7002EH	7002EH	24	GAS	20820	867,50	1
7002EK	7002EK	19	ELK	31302	1647,47	1
7002EK	7002EK	19	GAS	18366	966,63	1
7002EL	7002EL	11	ELK	31450	2859,09	1
7002EL	7002EL	11	GAS	11742	1067,45	1
7002EM	7002EM	10	ELK	20079	2007,90	1
7002EM	7002EM	10	GAS	9217	921,70	1
7002EN	7002EN	15	ELK	29565	1971,00	1
7002EN	7002EN	15	GAS	12436	829,07	1
7002EP	7002EP	14	ELK	27590	1970,71	1
7002EP	7002EP	14	GAS	10668	762,00	1
7002ER	7002ER	20	ELK	28866	1443,30	1
7002ER	7002ER	20	GAS	17831	891,55	1
7002ES	7002ES	25	ELK	39688	1587,52	1
7002ES	7002ES	24	GAS	20690	862,08	1
7002ET	7002ET	25	ELK	39471	1578,84	1
7002ET	7002ET	25	GAS	22633	905,32	1
7002EV	7002EV	20	ELK	36766	1838,30	1
7002EV	7002EV	20	GAS	19582	979,10	1
7002EW	7002EW	20	ELK	55089	2754,45	1
7002EW	7002EW	20	GAS	23026	1151,30	1
7002EX	7002EX	22	ELK	45275	2057,95	1
7002EX	7002EX	21	GAS	18347	873,67	1
7002EZ	7002EZ	24	ELK	39187	1632,79	1
7002EZ	7002EZ	23	GAS	22969	998,65	1
7002GA	7002GA	20	ELK	206407	10320,35	1
7002GA	7002GA	13	GAS	14953	1150,23	1
7002GB	7002GB	27	ELK	24523	908,26	1
7002GB	7002GB	13	GAS	295	22,69	1
7002GC	7002GC	24	ELK	23856	994,00	1
7002GC	7002GD	10	GAS	215	21,50	2
7002GD	7002GE	33	ELK	66221	2006,70	2
7002GE	7002GG	18	GAS	343	19,06	2
7002GG	7002GG	26	ELK	31940	1228,46	1
7002GH	7002GJ	32	ELK	44935	1404,22	2
7002GH	7002GK	22	GAS	777	35,32	3
7002GK	7002GK	26	ELK	36077	1387,58	1
7002GL	7002GM	32	ELK	39482	1233,81	2
7002GL	7002GM	12	GAS	307	25,58	2
7002GN	7002GN	25	ELK	32863	1314,52	1
7002GN	7002GN	16	GAS	344	21,50	1
7002GP	7002GR	33	ELK	50346	1525,64	2
7002GR	7002GR	15	GAS	487	32,47	1
7002GS	7002GS	26	ELK	37395	1438,27	1
7002GS	7002GS	13	GAS	362	27,85	1
7002GT	7002GV	32	ELK	36068	1127,13	2
7002GV	7002GV	10	GAS	142	14,20	1
7002GW	7002GW	24	ELK	32911	1371,29	1
7002GW	7002GW	10	GAS	262	26,20	1
7002HA	7002HA	16	ELK	33664	2104,00	1
7002HA	7002HA	16	GAS	17564	1097,75	1
7002HB	7002HB	19	ELK	117383	6178,05	1
7002HB	7002HB	19	GAS	43712	2300,63	1
7002HC	7002HC	21	ELK	52703	2509,67	1
7002HC	7002HC	20	GAS	22304	1115,20	1
7002HD	7002HD	25	ELK	57773	2310,92	1
7002HD	7002HD	25	GAS	29733	1189,32	1
7002HE	7002HE	20	ELK	59833	2991,65	1
7002HE	7002HE	20	GAS	25659	1282,95	1
7002HG	7002HG	19	ELK	45474	2393,37	1
7002HG	7002HG	19	GAS	28137	1480,89	1
7002HL	7002HL	16	ELK	46818	2926,13	1
7002HL	7002HL	16	GAS	19217	1201,06	1
7002HM	7002HM	14	ELK	33165	2368,93	1
7002HM	7002HM	14	GAS	13760	982,86	1
7002HN	7002HN	24	ELK	67804	2825,17	1
7002HN	7002HN	23	GAS	25081	1090,48	1
7002HP	7002HP	19	ELK	74577	3925,11	1
7002HP	7002HP	18	GAS	24610	1367,22	1
7002HR	7002HR	15	ELK	31416	2094,40	1
7002HR	7002HR	15	GAS	17912	1194,13	1
7002HS	7002HS	12	ELK	30772	2564,33	1
7002HS	7002HS	11	GAS	13911	1264,64	1
7002HT	7002HT	24	ELK	49131	2047,13	1
7002HT	7002HT	24	GAS	32980	1374,17	1
7002HV	7002HV	19	ELK	37595	1978,68	1
7002HV	7002HV	19	GAS	22837	1201,95	1
7002HW	7002HW	21	ELK	55676	2651,24	1
7002HW	7002HW	21	GAS	27014	1286,38	1
7002HX	7002HX	15	ELK	54852	3656,80	1
7002HX	7002HX	15	GAS	20778	1385,20	1
7002HZ	7002HZ	18	ELK	48817	2712,06	1
7002HZ	7002HZ	17	GAS	15542	914,24	1
7002JA	7002JA	26	ELK	77813	2992,81	1
7002JA	7002JA	25	GAS	40266	1610,64	1
7002JB	7002JB	11	ELK	32758	2978,00	1
7002JB	7002JC	15	GAS	5435	362,33	2
7002JC	7002JC	24	ELK	32416	1350,67	1
7002JD	7002JE	26	ELK	68933	2651,27	2
7002JD	7002JE	25	GAS	25541	1021,64	2
7002JG	7002JG	16	ELK	43089	2693,06	1
7002JG	7002JG	16	GAS	16525	1032,81	1
7002JH	7002JH	16	ELK	37871	2366,94	1
7002JH	7002JH	16	GAS	14220	888,75	1
7002JJ	7002JJ	17	ELK	55165	3245,00	1
7002JJ	7002JJ	16	GAS	17713	1107,06	1
7002JK	7002JK	17	ELK	57374	3374,94	1
7002JK	7002JL	12	GAS	245	20,42	2
7002JL	7002JL	16	ELK	28730	1795,63	1
7002JM	7002JM	14	ELK	22045	1574,64	1
7002JM	7002JN	12	GAS	212	17,67	2
7002JN	7002JN	18	ELK	34350	1908,33	1
7002JP	7002JP	12	ELK	15393	1282,75	1
7002JP	7002JR	17	GAS	9997	588,06	2
7002JR	7002JR	11	ELK	14061	1278,27	1
7002JS	7002JS	27	ELK	50898	1885,11	1
7002JS	7002JS	14	GAS	43253	3089,50	1
7002KA	7002KB	32	ELK	96492	3015,38	2
7002KA	7002KA	10	GAS	72590	7259,00	1
7002KB	7002KB	11	GAS	338	30,73	1
7002KC	7002KC	16	ELK	37235	2327,19	1
7002KC	7002KD	15	GAS	11643	776,20	2
7002KD	7002KD	14	ELK	272853	19489,50	1
7002KE	7002KE	14	ELK	35340	2524,29	1
7002KE	7002KG	14	GAS	29788	2127,71	2
7002KG	7002KG	12	ELK	15946	1328,83	1
7002KH	7002KH	23	ELK	80419	3496,48	1
7002KH	7002KH	10	GAS	25720	2572,00	1
7002KJ	7002KJ	12	ELK	26073	2172,75	1
7002KJ	7002KL	14	GAS	2216	158,29	3
7002KK	7002KL	29	ELK	112806	3889,86	2
7002KM	7002KM	20	ELK	33076	1653,80	1
7002KM	7002KN	24	GAS	15225	634,38	2
7002KN	7002KN	17	ELK	38125	2242,65	1
7002KP	7002KP	20	ELK	50659	2532,95	1
7002KP	7002KP	20	GAS	18538	926,90	1
7002KR	7002KR	11	ELK	25718	2338,00	1
7002KR	7002KR	11	GAS	8423	765,73	1
7002LA	7002LA	18	ELK	53894	2994,11	1
7002LA	7002LA	18	GAS	27070	1503,89	1
7002LB	7002LB	14	ELK	39799	2842,79	1
7002LB	7002LB	14	GAS	21110	1507,86	1
7002LC	7002LC	21	ELK	105816	5038,86	1
7002LC	7002LC	19	GAS	30187	1588,79	1
7002LD	7002LD	15	ELK	68295	4553,00	1
7002LD	7002LD	15	GAS	24717	1647,80	1
7002LE	7002LE	17	ELK	68845	4049,71	1
7002LE	7002LE	16	GAS	23795	1487,19	1
7002LG	7002LG	17	ELK	67872	3992,47	1
7002LG	7002LG	16	GAS	27123	1695,19	1
7002LJ	7002LJ	27	ELK	161024	5963,85	1
7002LJ	7002LJ	24	GAS	33138	1380,75	1
7002LK	7002LK	11	ELK	45968	4178,91	1
7002LK	7002LK	12	GAS	29968	2497,33	1
7002LL	7002LL	16	ELK	66124	4132,75	1
7002LL	7002LL	15	GAS	20466	1364,40	1
7002LM	7002LM	22	ELK	62125	2823,86	1
7002LM	7002LM	20	GAS	19737	986,85	1
7002LN	7002LN	16	ELK	78454	4903,38	1
7002LN	7002LT	11	GAS	15476	1406,91	4
7002LP	7002LP	25	ELK	84117	3364,68	1
7002LR	7002LR	16	ELK	36764	2297,75	1
7002LS	7002LS	17	ELK	59037	3472,76	1
7002LT	7002LV	19	ELK	114175	6009,21	2
7002LV	7002LV	16	GAS	15373	960,81	1
7002LW	7002LW	21	ELK	62098	2957,05	1
7002LW	7002LW	21	GAS	22606	1076,48	1
7002LX	7002LX	19	ELK	76312	4016,42	1
7002LX	7002LZ	13	GAS	12730	979,23	2
7002LZ	7002LZ	25	ELK	69683	2787,32	1
7002MA	7002MA	15	ELK	31800	2120,00	1
7002MA	7002MA	15	GAS	14244	949,60	1
7002MB	7002MB	17	ELK	104704	6159,06	1
7002MB	7002MB	12	GAS	20350	1695,83	1
7002MC	7002MC	19	ELK	105683	5562,26	1
7002MC	7002MC	17	GAS	19925	1172,06	1
7002MD	7002ME	17	ELK	40964	2409,65	2
7002MD	7002ME	17	GAS	18013	1059,59	2
7002MG	7002MH	22	ELK	57052	2593,27	2
7002MG	7002MH	21	GAS	22318	1062,76	2
7002MJ	7002MJ	17	ELK	30121	1771,82	1
7002MJ	7002MJ	16	GAS	9999	624,94	1
7002MK	7002MK	16	ELK	23505	1469,06	1
7002MK	7002MK	16	GAS	7226	451,63	1
7002ML	7002ML	17	ELK	28786	1693,29	1
7002ML	7002ML	16	GAS	10248	640,50	1
7002MN	7002MN	16	ELK	24722	1545,13	1
7002MN	7002MN	16	GAS	6961	435,06	1
7002MP	7002MP	72	ELK	232203	3225,04	1
7002MV	7002MV	14	ELK	25740	1838,57	1
7002MV	7002MV	14	GAS	15185	1084,64	1
7002MX	7002MX	12	ELK	18018	1501,50	1
7002MX	7002MX	12	GAS	12732	1061,00	1
7002MZ	7002MZ	20	ELK	49037	2451,85	1
7002MZ	7002MZ	20	GAS	21659	1082,95	1
7002ZA	7002ZB	14	ELK	114311	8165,07	2
7002ZA	7002ZB	12	GAS	26738	2228,17	2
7002ZC	7002ZD	11	ELK	107266	9751,45	2
7002ZC	7002ZD	11	GAS	33304	3027,64	2
7002ZE	7003AA	18	ELK	116970	6498,33	2
7002ZE	7003AA	18	GAS	38587	2143,72	2
7003AB	7003AC	16	ELK	86665	5416,56	2
7003AB	7003AC	14	GAS	23940	1710,00	2
7003AD	7003AD	11	ELK	128514	11683,09	1
7003AD	7003AD	11	GAS	32550	2959,09	1
7003AE	7003AG	35	ELK	97292	2779,77	2
7003AE	7003AG	34	GAS	40425	1188,97	2
7003AH	7003AH	28	ELK	79088	2824,57	1
7003AH	7003AH	28	GAS	27328	976,00	1
7003AJ	7003AK	31	ELK	57851	1866,16	2
7003AJ	7003AK	31	GAS	33544	1082,06	2
7003AL	7003AL	22	ELK	47718	2169,00	1
7003AL	7003AL	22	GAS	24889	1131,32	1
7003AM	7003AM	15	ELK	30124	2008,27	1
7003AM	7003AM	15	GAS	14249	949,93	1
7003AN	7003AN	20	ELK	216450	10822,50	1
7003AN	7003AN	18	GAS	21054	1169,67	1
7003AP	7003AP	14	ELK	30460	2175,71	1
7003AP	7003AP	14	GAS	11308	807,71	1
7003AR	7003AR	14	ELK	33479	2391,36	1
7003AR	7003AR	14	GAS	13045	931,79	1
7003AS	7003AS	27	ELK	66001	2444,48	1
7003AS	7003AS	27	GAS	27027	1001,00	1
7003AT	7003AT	12	ELK	24263	2021,92	1
7003AT	7003AT	12	GAS	10434	869,50	1
7003AV	7003AV	15	ELK	43346	2889,73	1
7003AV	7003AV	15	GAS	17307	1153,80	1
7003AW	7003AW	16	ELK	25150	1571,88	1
7003AW	7003AW	16	GAS	13005	812,81	1
7003AX	7003AX	10	ELK	12364	1236,40	1
7003AX	7003AX	10	GAS	9658	965,80	1
7003AZ	7003AZ	22	ELK	42588	1935,82	1
7003AZ	7003AZ	21	GAS	19443	925,86	1
7003BA	7003BA	25	ELK	49415	1976,60	1
7003BA	7003BA	25	GAS	20586	823,44	1
