"AANSLUITINGEN_AANTAL	POSTCODE	POSTCODE_EIND	POSTCODE_AANTAL	PRODUCTSOORT	TYPE_AANSLUITING_MEEST_VOORKOMEND	TOT_E_INV	SJI GEMIDDELD"
"24	1508XW	1508XW	1	ELK	1x25	0	0.0"
"19	1508XX	1508XX	1	ELK	1x25	0	0.0"
"20	1508XZ	1508XZ	1	ELK	1x25	0	0.0"
"25	1509AB	1509AB	1	ELK	3x25	56209	2248.36"
"49	1509AC	1509AC	1	ELK	1x25	41717	851.3673469387755"
"33	1509AD	1509AE	2	ELK	1x25	41507	1257.7878787878788"
"17	1509AG	1509AG	1	ELK	1x25	25432	1496.0"
"20	1509AH	1509AH	1	ELK	1x25	19606	980.3"
"19	1509AJ	1509AJ	1	ELK	1x25	31287	1646.6842105263158"
"16	1509AK	1509AK	1	ELK	1x25	0	0.0"
"29	1509AM	1509AM	1	ELK	1x25	12352	425.9310344827586"
"13	1509AN	1509AR	2	ELK	3x80	7906	608.1538461538462"
"15	1509AS	1509AT	2	ELK	3x25	15555	1037.0"
"23	1509AW	1509BA	4	ELK	3x25	18585	808.0434782608696"
"14	1509BB	1509BB	1	ELK	1x25	16678	1191.2857142857142"
"17	1509BC	1509BD	2	ELK	1x25	10558	621.0588235294117"
"123	1509BE	1509BE	1	ELK	1x25	6412	52.13008130081301"
"15	1509BG	1509BG	1	ELK	3x25	16999	1133.2666666666667"
"13	1509BH	1509BH	1	ELK	3x25	14279	1098.3846153846155"
"21	1509BJ	1509BJ	1	ELK	3x25	17743	844.9047619047619"
"14	1509BK	1509BK	1	ELK	1x25	9058	647.0"
"18	1509BL	1509BL	1	ELK	1x35	16611	922.8333333333334"
"18	1509BM	1509BM	1	ELK	1x25	19455	1080.8333333333333"
"15	1509BN	1509BN	1	ELK	3x25	7342	489.46666666666664"
"19	1509BP	1509BP	1	ELK	3x25	5730	301.57894736842104"
"13	1509BR	1509BR	1	ELK	3x25	41774	3213.3846153846152"
"51	1509BS	1509BT	2	ELK	3x25	25236	494.8235294117647"
"14	1509BV	1509BW	2	ELK	3x25	7945	567.5"
"10	1509BX	1509BZ	2	ELK	3x25	0	0.0"
"17	1509CA	1509CB	2	ELK	3x25	42852	2520.705882352941"
"21	1509CC	1509DB	3	ELK	1x35	13318	634.1904761904761"
"13	1509DC	1509DC	1	ELK	3x25	3181	244.69230769230768"
"15	1509DD	1509DD	1	ELK	1x25	13724	914.9333333333333"
"16	1509DE	1509DE	1	ELK	1x25	20795	1299.6875"
"21	1509DV	1509EA	2	ELK	1x35	7453	354.9047619047619"
"22	1509EB	1509EB	1	ELK	1x35	426	19.363636363636363"
"23	1509EC	1509EC	1	ELK	1x35	0	0.0"
"30	1509ED	1509ED	1	ELK	1x35	0	0.0"
"14	1509EE	1509EE	1	ELK	1x25	0	0.0"
"26	1509EG	1509EG	1	ELK	1x25	0	0.0"
"24	1509EH	1509EH	1	ELK	1x25	0	0.0"
"18	1509EJ	1509EJ	1	ELK	1x35	3811	211.72222222222223"
"10	1509EK	1509EK	1	ELK	1x35	8995	899.5"
"16	1509EL	1509EL	1	ELK	1x35	9247	577.9375"
"16	1509EM	1509EM	1	ELK	1x35	7718	482.375"
"17	1509EN	1509EN	1	ELK	1x25	6435	378.52941176470586"
"14	1509EP	1509EP	1	ELK	1x25	0	0.0"
"16	1509ER	1509ER	1	ELK	1x25	0	0.0"
"14	1509ES	1509ES	1	ELK	1x25	0	0.0"
"12	1509ET	1509ET	1	ELK	1x25	0	0.0"
"14	1509EV	1509EV	1	ELK	1x25	0	0.0"
"21	1509GA	1509GA	1	ELK	1x35	9114	434.0"
"37	1509GB	1509GC	2	ELK	1x25	0	0.0"
"32	1509GD	1509GE	2	ELK	1x35	25539	798.09375"
"17	1509GG	1509GG	1	ELK	1x35	10960	644.7058823529412"
"14	1509GH	1509GH	1	ELK	1x35	13286	949.0"
"21	1509GJ	1509GJ	1	ELK	1x35	7610	362.3809523809524"
"15	1509GK	1509GK	1	ELK	1x35	4713	314.2"
"16	1509GL	1509GL	1	ELK	1x35	4249	265.5625"
"24	1509GM	1509GM	1	ELK	1x35	35198	1466.5833333333333"
"14	1509GN	1509GN	1	ELK	1x35	18483	1320.2142857142858"
"20	1509GP	1509GP	1	ELK	1x35	22874	1143.7"
"32	1509GR	1509HA	2	ELK	3x25	73375	2292.96875"
"19	1509HB	1509HB	1	ELK	3x25	24595	1294.4736842105262"
"16	1509HC	1509HC	1	ELK	3x25	30642	1915.125"
"20	1509HD	1509HD	1	ELK	1x35	42277	2113.85"
"22	1509HE	1509HE	1	ELK	3x25	46330	2105.909090909091"
"11	1509HG	1509HG	1	ELK	3x25	29417	2674.2727272727275"
"24	1509HH	1509HH	1	ELK	1x35	33345	1389.375"
"24	1509HJ	1509HJ	1	ELK	1x35	31034	1293.0833333333333"
"18	1509HK	1509HK	1	ELK	1x35	33480	1860.0"
"14	1509HL	1509HL	1	ELK	3x25	38293	2735.214285714286"
"16	1509HM	1509HM	1	ELK	1x35	17238	1077.375"
"19	1509HN	1509HN	1	ELK	3x25	30990	1631.0526315789473"
"18	1509HP	1509HP	1	ELK	1x35	25765	1431.388888888889"
"20	1509HR	1509HR	1	ELK	1x35	29085	1454.25"
"12	1509HS	1509HS	1	ELK	1x35	13074	1089.5"
"14	1509HT	1509HT	1	ELK	1x35	13823	987.3571428571429"
"14	1509HV	1509HV	1	ELK	1x35	16051	1146.5"
"17	1509HW	1509HW	1	ELK	1x35	18258	1074.0"
"13	1509HX	1509HX	1	ELK	1x35	13217	1016.6923076923077"
"15	1509JA	1509JA	1	ELK	1x25	0	0.0"
"24	1509JB	1509JB	1	ELK	3x25	57959	2414.9583333333335"
"19	1509JD	1509JD	1	ELK	1x35	17796	936.6315789473684"
"17	1509JE	1509JE	1	ELK	1x35	6442	378.94117647058823"
"18	1509JG	1509JG	1	ELK	1x35	13851	769.5"
"19	1509JH	1509JH	1	ELK	1x25	10828	569.8947368421053"
"25	1509JJ	1509JJ	1	ELK	1x35	59930	2397.2"
"25	1509JK	1509JK	1	ELK	1x35	14344	573.76"
"17	1509JL	1509JL	1	ELK	3x25	28606	1682.7058823529412"
"14	1509JM	1509JM	1	ELK	1x25	6162	440.14285714285717"
"15	1509JN	1509JN	1	ELK	1x35	13908	927.2"
"29	1509JP	1509JP	1	ELK	1x35	15074	519.7931034482758"
"18	1509JR	1509JR	1	ELK	1x35	13215	734.1666666666666"
"34	1509JS	1509JT	2	ELK	1x35	19183	564.2058823529412"
"28	1509JV	1509JV	1	ELK	1x35	23471	838.25"
"10	1509JW	1509JW	1	ELK	1x25	0	0.0"
"27	1509JX	1509JX	1	ELK	1x25	0	0.0"
"10	1509JZ	1509JZ	1	ELK	1x25	0	0.0"
"25	1509KA	1509KA	1	ELK	1x35	7463	298.52"
"17	1509KC	1509KC	1	ELK	1x35	20191	1187.7058823529412"
"25	1509KD	1509KD	1	ELK	1x35	23280	931.2"
"16	1509KE	1509KE	1	ELK	1x35	11552	722.0"
"31	1509KG	1509KH	2	ELK	1x35	18984	612.3870967741935"
"19	1509KJ	1509KJ	1	ELK	1x35	33248	1749.8947368421052"
"26	1509KK	1509KL	2	ELK	1x25	0	0.0"
"22	1509KM	1509KN	2	ELK	1x25	12872	585.0909090909091"
"15	1509KP	1509KP	1	ELK	3x25	10099	673.2666666666667"
"22	1509KR	1509KR	1	ELK	1x25	4476	203.45454545454547"
"20	1509WB	1509WB	1	ELK	1x25	21612	1080.6"
"16	1509WC	1509WC	1	ELK	1x25	11554	722.125"
"25	1509WD	1509WD	1	ELK	1x25	1680	67.2"
"24	1509WE	1509WE	1	ELK	1x25	4680	195.0"
"10	1509WG	1509WG	1	ELK	1x25	0	0.0"
"15	1509WH	1509WH	1	ELK	1x25	0	0.0"
"16	1509WJ	1509WJ	1	ELK	1x25	0	0.0"
"23	1509WK	1509WK	1	ELK	1x25	10187	442.9130434782609"
"24	1509WL	1509WL	1	ELK	1x25	0	0.0"
"26	1509WN	1509WN	1	ELK	1x25	0	0.0"
"26	1509WP	1509WP	1	ELK	1x25	0	0.0"
"26	1509WR	1509WR	1	ELK	1x25	0	0.0"
"16	1509WS	1509WS	1	ELK	1x25	0	0.0"
"16	1509WT	1509WT	1	ELK	1x25	0	0.0"
"19	1509WV	1509WV	1	ELK	1x25	12606	663.4736842105264"
"20	1509WX	1509WX	1	ELK	1x25	20907	1045.35"
"16	1509WZ	1509WZ	1	ELK	3x25	16097	1006.0625"
"20	1509XA	1509XA	1	ELK	1x25	0	0.0"
"13	1509XB	1509XB	1	ELK	1x25	0	0.0"
"20	1509XC	1509XC	1	ELK	1x25	0	0.0"
"20	1509XD	1509XD	1	ELK	1x25	4	0.2"
"17	1509XE	1509XE	1	ELK	1x25	0	0.0"
"20	1509XG	1509XG	1	ELK	1x25	0	0.0"
"21	1509XH	1509XH	1	ELK	1x25	0	0.0"
"23	1509XJ	1509XJ	1	ELK	1x25	8158	354.69565217391306"
"14	1509XK	1509XK	1	ELK	1x25	18795	1342.5"
"14	1509XL	1509XL	1	ELK	3x25	12188	870.5714285714286"
"20	1509XM	1509XM	1	ELK	1x25	35643	1782.15"
"17	1509XN	1509XN	1	ELK	1x25	16693	981.9411764705883"
"16	1509XP	1509XP	1	ELK	3x25	10979	686.1875"
"16	1509XR	1509XR	1	ELK	1x25	6123	382.6875"
"15	1509XS	1509XS	1	ELK	1x25	22558	1503.8666666666666"
"16	1509XT	1509XT	1	ELK	1x25	4892	305.75"
"12	1509XV	1509XV	1	ELK	1x25	14481	1206.75"
"14	1509XW	1509XW	1	ELK	3x25	28841	2060.0714285714284"
"14	1509XX	1509XX	1	ELK	3x25	32027	2287.6428571428573"
"13	1509XZ	1509XZ	1	ELK	3x25	38303	2946.3846153846152"
"21	1509ZA	1509ZA	1	ELK	1x25	14764	703.047619047619"
"16	1509ZB	1509ZB	1	ELK	1x25	5587	349.1875"
"19	1509ZC	1509ZC	1	ELK	1x25	4504	237.05263157894737"
"20	1509ZD	1509ZD	1	ELK	1x25	12091	604.55"
"13	1509ZE	1509ZE	1	ELK	1x25	5884	452.61538461538464"
"17	1509ZG	1509ZG	1	ELK	1x25	6278	369.29411764705884"
"23	1509ZH	1509ZH	1	ELK	1x25	10330	449.1304347826087"
"21	1509ZJ	1509ZJ	1	ELK	1x25	9531	453.85714285714283"
"21	1509ZK	1509ZK	1	ELK	1x25	0	0.0"
"18	1509ZL	1509ZL	1	ELK	1x25	18632	1035.111111111111"
"26	1509ZM	1509ZM	1	ELK	1x35	18080	695.3846153846154"
"23	1509ZN	1509ZN	1	ELK	3x25	18634	810.1739130434783"
"21	1509ZP	1509ZP	1	ELK	1x25	18032	858.6666666666666"
"20	1509ZR	1509ZR	1	ELK	1x35	14379	718.95"
"18	1509ZS	1509ZS	1	ELK	1x25	21764	1209.111111111111"
"21	1509ZT	1509ZT	1	ELK	1x35	19658	936.0952380952381"
"15	1509ZV	1509ZV	1	ELK	1x25	10863	724.2"
"33	1509ZW	1509ZX	2	ELK	1x35	30572	926.4242424242424"
"20	1509ZZ	1509ZZ	1	ELK	1x35	14017	700.85"
"21	1511AA	1511AA	1	ELK	3x25	39964	1903.047619047619"
"25	1511AB	1511AB	1	ELK	3x25	44433	1777.32"
"22	1511AC	1511AC	1	ELK	3x25	26133	1187.8636363636363"
"21	1511AD	1511AD	1	ELK	1x35	21913	1043.4761904761904"
"14	1511AE	1511AE	1	ELK	3x25	13597	971.2142857142857"
"19	1511AG	1511AG	1	ELK	3x25	43427	2285.6315789473683"
"16	1511AH	1511AH	1	ELK	3x25	36754	2297.125"
"27	1511AJ	1511AJ	1	ELK	3x25	75086	2780.962962962963"
"18	1511AK	1511AK	1	ELK	3x25	27485	1526.9444444444443"
"23	1511AL	1511AL	1	ELK	3x25	23229	1009.9565217391304"
"25	1511AM	1511AM	1	ELK	3x25	46945	1877.8"
"15	1511AN	1511AN	1	ELK	3x25	13558	903.8666666666667"
"21	1511AP	1511AP	1	ELK	3x25	37600	1790.4761904761904"
"23	1511AR	1511AR	1	ELK	3x25	32711	1422.2173913043478"
"25	1511AS	1511AS	1	ELK	3x25	46860	1874.4"
"35	1511AT	1511AT	1	ELK	3x25	69685	1991.0"
"19	1511AV	1511AV	1	ELK	3x25	20386	1072.9473684210527"
"23	1511AW	1511AW	1	ELK	3x25	29670	1290.0"
"10	1511AX	1511AX	1	ELK	3x25	19946	1994.6"
"25	1511AZ	1511AZ	1	ELK	3x25	23733	949.32"
"29	1511BA	1511BA	1	ELK	1x25	38860	1340.0"
"44	1511BB	1511BB	1	ELK	1x35	15556	353.54545454545456"
"21	1511BC	1511BC	1	ELK	3x25	33846	1611.7142857142858"
"21	1511BD	1511BD	1	ELK	3x25	9337	444.6190476190476"
"18	1511BE	1511BE	1	ELK	3x25	18629	1034.9444444444443"
"17	1511BG	1511BG	1	ELK	3x25	13754	809.0588235294117"
"32	1511BH	1511BH	1	ELK	3x25	2446	76.4375"
"27	1511BJ	1511BJ	1	ELK	1x35	0	0.0"
"16	1511BK	1511BK	1	ELK	1x35	4671	291.9375"
"23	1511BL	1511BL	1	ELK	1x35	15224	661.9130434782609"
"32	1511BM	1511BM	1	ELK	1x25	2631	82.21875"
"32	1511BN	1511BN	1	ELK	1x25	2426	75.8125"
"20	1511BP	1511BP	1	ELK	3x25	27694	1384.7"
"23	1511BS	1511BS	1	ELK	1x35	1236	53.73913043478261"
"39	1511BT	1511BW	2	ELK	1x35	66576	1707.076923076923"
"36	1511BX	1511BZ	2	ELK	1x35	16323	453.4166666666667"
"10	1511CA	1511CA	1	ELK	1x35	0	0.0"
"13	1511CB	1511CB	1	ELK	1x35	0	0.0"
"10	1511CC	1511CC	1	ELK	1x35	6518	651.8"
"17	1511CD	1511CD	1	ELK	1x25	0	0.0"
"16	1511CE	1511CE	1	ELK	1x35	11845	740.3125"
"30	1511CG	1511CG	1	ELK	3x25	24919	830.6333333333333"
"25	1511CH	1511CH	1	ELK	1x35	18761	750.44"
"15	1511CJ	1511CJ	1	ELK	1x35	0	0.0"
"20	1511CK	1511CK	1	ELK	1x35	1540	77.0"
"25	1511CL	1511CL	1	ELK	1x35	18784	751.36"
"21	1511CM	1511CM	1	ELK	1x35	28904	1376.3809523809523"
"23	1511CN	1511CN	1	ELK	1x35	0	0.0"
"15	1511CP	1511CP	1	ELK	1x35	0	0.0"
"20	1511CR	1511CR	1	ELK	1x35	31571	1578.55"
"12	1511CS	1511CS	1	ELK	1x35	18303	1525.25"
"20	1511CT	1511CT	1	ELK	1x35	11866	593.3"
"17	1511CV	1511CV	1	ELK	1x35	26681	1569.4705882352941"
"20	1511CW	1511CW	1	ELK	1x25	0	0.0"
"16	1511CX	1511CX	1	ELK	3x25	33433	2089.5625"
"53	1511CZ	1511CZ	1	ELK	1x35	0	0.0"
"63	1511DA	1511DA	1	ELK	3x25	103978	1650.4444444444443"
"20	1511DB	1511DB	1	ELK	3x25	44947	2247.35"
"20	1511DC	1511DC	1	ELK	3x25	39095	1954.75"
"31	1511DD	1511DD	1	ELK	1x35	16187	522.1612903225806"
"69	1511DE	1511DE	1	ELK	3x25	133305	1931.9565217391305"
"56	1511DG	1511DG	1	ELK	3x25	87041	1554.3035714285713"
"25	1511EA	1511EA	1	ELK	3x25	25555	1022.2"
"18	1511EB	1511EB	1	ELK	3x25	21629	1201.611111111111"
"20	1511EC	1511EC	1	ELK	3x25	30206	1510.3"
"27	1511ED	1511ED	1	ELK	3x25	10704	396.44444444444446"
"16	1511EE	1511EE	1	ELK	3x25	9217	576.0625"
"20	1511EG	1511EG	1	ELK	3x25	22383	1119.15"
"15	1511EH	1511EH	1	ELK	3x25	12521	834.7333333333333"
"15	1511EJ	1511EJ	1	ELK	3x25	7815	521.0"
"20	1511EK	1511EK	1	ELK	3x25	16009	800.45"
"22	1511EL	1511EL	1	ELK	3x25	21101	959.1363636363636"
"27	1511EM	1511EM	1	ELK	3x25	31556	1168.7407407407406"
"29	1511EN	1511EN	1	ELK	3x25	14143	487.6896551724138"
"19	1511EP	1511EP	1	ELK	1x35	1	0.05263157894736842"
"25	1511ER	1511ER	1	ELK	1x25	21119	844.76"
"16	1511ES	1511ES	1	ELK	1x25	4738	296.125"
"21	1511ET	1511ET	1	ELK	1x25	19445	925.952380952381"
"22	1511EV	1511EV	1	ELK	1x35	13342	606.4545454545455"
"16	1511EW	1511EW	1	ELK	3x25	14780	923.75"
"21	1511EX	1511EX	1	ELK	3x25	40430	1925.2380952380952"
"29	1511EZ	1511EZ	1	ELK	1x25	4046	139.51724137931035"
"16	1511GA	1511GA	1	ELK	3x25	33093	2068.3125"
"23	1511GB	1511GB	1	ELK	3x25	24992	1086.608695652174"
"27	1511GC	1511GC	1	ELK	1x35	31019	1148.851851851852"
"32	1511GD	1511GD	1	ELK	1x35	40611	1269.09375"
"14	1511GE	1511GE	1	ELK	1x35	20201	1442.9285714285713"
"23	1511GG	1511GG	1	ELK	1x35	27000	1173.9130434782608"
"34	1511GH	1511GH	1	ELK	1x35	16002	470.6470588235294"
"31	1511GJ	1511GJ	1	ELK	3x25	40603	1309.774193548387"
"23	1511GK	1511GK	1	ELK	3x25	23966	1042.0"
"14	1511GL	1511GL	1	ELK	3x25	8660	618.5714285714286"
"14	1511GM	1511GM	1	ELK	3x25	10649	760.6428571428571"
"17	1511GN	1511GN	1	ELK	1x35	12109	712.2941176470588"
"10	1511GP	1511GW	2	ELK	3x25	17646	1764.6"
"38	1511GX	1511HA	3	ELK	1x25	6120	161.05263157894737"
"19	1511HB	1511HB	1	ELK	1x25	4634	243.89473684210526"
"28	1511HC	1511HE	2	ELK	1x35	34076	1217.0"
"17	1511HG	1511HG	1	ELK	1x35	3656	215.05882352941177"
"13	1511HH	1511HH	1	ELK	1x35	14387	1106.6923076923076"
"17	1511HJ	1511HJ	1	ELK	1x35	25858	1521.0588235294117"
"21	1511HK	1511HK	1	ELK	1x35	26005	1238.3333333333333"
"20	1511HL	1511HL	1	ELK	1x25	0	0.0"
"21	1511HM	1511HM	1	ELK	1x35	21835	1039.7619047619048"
"21	1511HN	1511HN	1	ELK	1x35	33413	1591.095238095238"
"23	1511HP	1511HP	1	ELK	1x35	34106	1482.8695652173913"
"18	1511HR	1511HR	1	ELK	1x35	6131	340.6111111111111"
"27	1511HS	1511HS	1	ELK	3x25	2246	83.18518518518519"
"31	1511HV	1511HV	1	ELK	3x25	116226	3749.2258064516127"
"10	1511HW	1511HZ	2	ELK	3x25	3694	369.4"
"15	1511JA	1511JA	1	ELK	1x35	16676	1111.7333333333333"
"16	1511JB	1511JB	1	ELK	1x35	13850	865.625"
"17	1511JC	1511JC	1	ELK	1x35	12779	751.7058823529412"
"24	1511JD	1511JD	1	ELK	1x35	16941	705.875"
"15	1511JE	1511JE	1	ELK	1x35	14454	963.6"
"25	1511JG	1511JG	1	ELK	1x35	38227	1529.08"
"29	1511JH	1511JH	1	ELK	1x35	43503	1500.103448275862"
"20	1511JJ	1511JJ	1	ELK	1x35	9697	484.85"
"12	1511JK	1511JK	1	ELK	1x35	23100	1925.0"
"29	1511JL	1511JL	1	ELK	3x25	51454	1774.2758620689656"
"15	1511JM	1511JM	1	ELK	1x35	19398	1293.2"
"14	1511JN	1511JN	1	ELK	1x35	7670	547.8571428571429"
"21	1511JP	1511JP	1	ELK	1x25	0	0.0"
"14	1511JR	1511JR	1	ELK	1x25	0	0.0"
"17	1511JS	1511JS	1	ELK	1x35	51445	3026.176470588235"
"17	1511JT	1511JT	1	ELK	1x25	6091	358.29411764705884"
"25	1511JV	1511JV	1	ELK	1x35	17885	715.4"
"10	1511JW	1511JW	1	ELK	1x35	7782	778.2"
"14	1511JX	1511JX	1	ELK	1x35	16985	1213.2142857142858"
"19	1511JZ	1511JZ	1	ELK	3x80	31147	1639.3157894736842"
"24	1511KA	1511KA	1	ELK	1x35	2304	96.0"
"25	1511KB	1511KB	1	ELK	1x35	30991	1239.64"
"18	1511KC	1511KC	1	ELK	1x35	2261	125.61111111111111"
"18	1511KD	1511KD	1	ELK	1x35	19620	1090.0"
"11	1511KE	1511KE	1	ELK	1x35	18131	1648.2727272727273"
"26	1511KG	1511KG	1	ELK	1x35	19654	755.9230769230769"
"20	1511KH	1511KH	1	ELK	1x35	8527	426.35"
"18	1511KJ	1511KJ	1	ELK	3x25	13904	772.4444444444445"
"11	1511KK	1511KK	1	ELK	1x35	8288	753.4545454545455"
"12	1511KL	1511KL	1	ELK	1x35	0	0.0"
"29	1511KM	1511KN	2	ELK	1x35	12475	430.17241379310343"
"13	1511KP	1511KP	1	ELK	1x35	17566	1351.2307692307693"
"30	1511KR	1511KS	2	ELK	1x35	5555	185.16666666666666"
"23	1511KT	1511KT	1	ELK	1x35	8005	348.04347826086956"
"19	1511KV	1511KV	1	ELK	1x35	15047	791.9473684210526"
"29	1511KW	1511KW	1	ELK	1x35	23457	808.8620689655172"
"22	1511KX	1511KX	1	ELK	1x35	32148	1461.2727272727273"
"36	1511KZ	1511KZ	1	ELK	1x35	0	0.0"
"25	1511LA	1511LB	2	ELK	3x25	54041	2161.64"
"11	1511LC	1511LC	1	ELK	1x35	8183	743.9090909090909"
"20	1511LD	1511LD	1	ELK	1x35	15604	780.2"
"17	1511LE	1511LG	2	ELK	1x35	0	0.0"
"12	1511LH	1511LH	1	ELK	3x25	16155	1346.25"
"15	1511LJ	1511LJ	1	ELK	1x35	10202	680.1333333333333"
"14	1511LK	1511LK	1	ELK	3x25	9737	695.5"
"18	1511LL	1511LL	1	ELK	1x35	21336	1185.3333333333333"
"28	1511MA	1511MA	1	ELK	3x25	75032	2679.714285714286"
"21	1511PA	1511VA	2	ELK	3x25	23278	1108.4761904761904"
"13	1511VB	1511VB	1	ELK	3x25	17851	1373.1538461538462"
"20	1511VC	1511VC	1	ELK	3x25	23054	1152.7"
"39	1511VD	1511VD	1	ELK	3x25	26453	678.2820512820513"
"30	1511VE	1511VE	1	ELK	1x35	0	0.0"
"25	1511VG	1511VG	1	ELK	3x25	44486	1779.44"
"22	1511VH	1511VH	1	ELK	3x25	32484	1476.5454545454545"
"11	1511VJ	1511VJ	1	ELK	3x25	18934	1721.2727272727273"
"23	1511VK	1511VK	1	ELK	3x25	42541	1849.608695652174"
"21	1511VL	1511VL	1	ELK	3x25	31801	1514.3333333333333"
"20	1511VM	1511VM	1	ELK	1x35	9273	463.65"
"20	1511VN	1511VN	1	ELK	3x25	37281	1864.05"
"23	1511VP	1511VP	1	ELK	1x35	118	5.130434782608695"
"23	1511VR	1511VR	1	ELK	1x35	18484	803.6521739130435"
"19	1511VS	1511VT	2	ELK	1x25	10441	549.5263157894736"
"28	1511VV	1511VV	1	ELK	3x25	56249	2008.892857142857"
"10	1511WB	1511WB	1	ELK	3x25	30086	3008.6"
"20	1511WC	1511WC	1	ELK	3x25	25798	1289.9"
"18	1511WD	1511WD	1	ELK	3x25	15460	858.8888888888889"
"23	1511WE	1511WE	1	ELK	1x25	32427	1409.8695652173913"
"20	1511WG	1511WG	1	ELK	3x25	22615	1130.75"
"16	1511WH	1511WH	1	ELK	1x25	10950	684.375"
"16	1511WJ	1511WJ	1	ELK	1x25	14177	886.0625"
"24	1511WK	1511WK	1	ELK	3x25	16025	667.7083333333334"
"19	1511WL	1511WL	1	ELK	3x25	10762	566.421052631579"
"24	1511WN	1511WN	1	ELK	3x25	13420	559.1666666666666"
"22	1511WP	1511WP	1	ELK	3x25	33113	1505.1363636363637"
"25	1511WR	1511WR	1	ELK	3x25	34553	1382.12"
"24	1511WS	1511WS	1	ELK	1x35	20908	871.1666666666666"
"18	1511WT	1511WT	1	ELK	1x35	19718	1095.4444444444443"
"18	1511WV	1511WV	1	ELK	3x25	31345	1741.388888888889"
"24	1511XA	1511XA	1	ELK	1x35	414	17.25"
"19	1511XB	1511XB	1	ELK	1x35	0	0.0"
"22	1511XC	1511XC	1	ELK	1x35	0	0.0"
"14	1511XD	1511XD	1	ELK	1x25	0	0.0"
"30	1511XE	1511XE	1	ELK	1x35	11533	384.43333333333334"
"27	1511XG	1511XG	1	ELK	1x25	0	0.0"
"18	1511XH	1511XH	1	ELK	1x25	10490	582.7777777777778"
"22	1511XJ	1511XJ	1	ELK	1x35	15059	684.5"
"17	1511XK	1511XK	1	ELK	1x25	0	0.0"
"18	1511XL	1511XL	1	ELK	1x25	0	0.0"
"35	1511XM	1511XM	1	ELK	1x35	0	0.0"
"26	1511XP	1511XP	1	ELK	1x35	20659	794.5769230769231"
"26	1511XR	1511XR	1	ELK	3x25	17000	653.8461538461538"
"41	1511XS	1511XS	1	ELK	3x25	4431	108.07317073170732"
"15	1511XT	1511XT	1	ELK	3x25	20759	1383.9333333333334"
"15	1511XV	1511XV	1	ELK	3x25	19288	1285.8666666666666"
"28	1511XW	1511XX	2	ELK	1x35	0	0.0"
"20	1521AA	1521AA	1	ELK	3x25	1453	72.65"
"15	1521AB	1521AB	1	ELK	3x25	5054	336.93333333333334"
"24	1521AC	1521AC	1	ELK	3x25	663	27.625"
"30	1521AD	1521AD	1	ELK	3x25	2780	92.66666666666667"
"22	1521AE	1521AE	1	ELK	1x25	20186	917.5454545454545"
"21	1521AG	1521AG	1	ELK	3x25	2711	129.0952380952381"
"55	1521AH	1521AH	1	ELK	3x25	4579	83.25454545454545"
"23	1521AJ	1521AJ	1	ELK	3x25	14612	635.304347826087"
"24	1521AK	1521AK	1	ELK	3x25	18979	790.7916666666666"
"17	1521AL	1521AL	1	ELK	3x25	13480	792.9411764705883"
"22	1521AM	1521AM	1	ELK	3x25	9787	444.8636363636364"
"79	1521AN	1521AN	1	ELK	1x35	0	0.0"
"26	1521AP	1521AP	1	ELK	3x25	8435	324.4230769230769"
"25	1521AR	1521AR	1	ELK	3x25	11266	450.64"
"24	1521AS	1521AS	1	ELK	1x25	3584	149.33333333333334"
"19	1521AT	1521AV	2	ELK	1x25	6206	326.63157894736844"
"17	1521AW	1521AW	1	ELK	1x35	0	0.0"
"19	1521AX	1521BA	3	ELK	3x25	7508	395.1578947368421"
"12	1521BB	1521BB	1	ELK	1x35	2570	214.16666666666666"
"13	1521BC	1521BC	1	ELK	3x25	11636	895.0769230769231"
"12	1521BD	1521BD	1	ELK	1x35	1	0.08333333333333333"
"14	1521BE	1521BE	1	ELK	1x35	8067	576.2142857142857"
"12	1521BG	1521BG	1	ELK	1x35	14707	1225.5833333333333"
"15	1521BH	1521BH	1	ELK	3x25	13996	933.0666666666667"
"16	1521BJ	1521BJ	1	ELK	1x35	8018	501.125"
"11	1521BK	1521BK	1	ELK	3x25	18524	1684.0"
"29	1521BL	1521BL	1	ELK	1x35	0	0.0"
"14	1521BM	1521BM	1	ELK	3x25	3632	259.42857142857144"
"22	1521BN	1521BN	1	ELK	1x35	4	0.18181818181818182"
"26	1521BP	1521BR	2	ELK	3x25	15391	591.9615384615385"
"17	1521BS	1521BS	1	ELK	1x35	13905	817.9411764705883"
"19	1521BT	1521BT	1	ELK	1x35	15679	825.2105263157895"
"16	1521BV	1521BV	1	ELK	1x25	8906	556.625"
"26	1521BW	1521BW	1	ELK	1x35	24591	945.8076923076923"
"14	1521CA	1521CB	2	ELK	3x25	8773	626.6428571428571"
"20	1521CC	1521CC	1	ELK	3x25	19552	977.6"
"17	1521CD	1521CD	1	ELK	3x25	4335	255.0"
"15	1521CE	1521CE	1	ELK	1x35	0	0.0"
"12	1521CG	1521CG	1	ELK	3x25	11630	969.1666666666666"
"13	1521CH	1521CH	1	ELK	3x25	1651	127.0"
"18	1521CJ	1521CJ	1	ELK	3x25	8212	456.22222222222223"
"54	1521CK	1521CK	1	ELK	1x35	9053	167.64814814814815"
"14	1521CL	1521CL	1	ELK	1x25	5928	423.42857142857144"
"23	1521CM	1521CM	1	ELK	1x35	20530	892.6086956521739"
