"AANSLUITINGEN_AANTAL	POSTCODE	POSTCODE_EIND	POSTCODE_AANTAL	PRODUCTSOORT	TYPE_AANSLUITING_MEEST_VOORKOMEND	TOT_E_INV	SJI GEMIDDELD"
"24	2036LS	2036LS	1	ELK	1x25	0	0.0"
"15	2036LT	2036LT	1	ELK	1x25	0	0.0"
"25	2036LV	2036LV	1	ELK	1x25	0	0.0"
"25	2036LW	2036LW	1	ELK	1x25	0	0.0"
"26	2036LX	2036LX	1	ELK	1x25	0	0.0"
"22	2036LZ	2036MA	2	ELK	3x25	12275	557.9545454545455"
"39	2036MB	2036MB	1	ELK	3x25	86875	2227.5641025641025"
"32	2036MC	2036MC	1	ELK	3x25	15623	488.21875"
"16	2036MD	2036MD	1	ELK	3x25	37345	2334.0625"
"37	2036NA	2036NA	1	ELK	1x25	7754	209.56756756756758"
"26	2036NB	2036NB	1	ELK	1x25	0	0.0"
"26	2036NC	2036NC	1	ELK	1x25	0	0.0"
"27	2036ND	2036ND	1	ELK	1x25	0	0.0"
"10	2036NE	2036NE	1	ELK	3x25	0	0.0"
"25	2036NG	2036NG	1	ELK	1x25	0	0.0"
"26	2036NH	2036NH	1	ELK	1x25	12142	467.0"
"24	2036NJ	2036NJ	1	ELK	1x25	4159	173.29166666666666"
"16	2036NK	2036NK	1	ELK	1x25	3398	212.375"
"15	2036NL	2036NN	2	ELK	1x35	18352	1223.4666666666667"
"19	2036NP	2036NP	1	ELK	1x35	10655	560.7894736842105"
"10	2036NR	2036NR	1	ELK	1x35	3330	333.0"
"27	2036PA	2036PA	1	ELK	1x25	0	0.0"
"24	2036PB	2036PB	1	ELK	1x35	0	0.0"
"32	2036PC	2036PC	1	ELK	1x25	0	0.0"
"30	2036PD	2036PD	1	ELK	1x25	0	0.0"
"21	2036PE	2036PE	1	ELK	1x35	0	0.0"
"20	2036PG	2036PG	1	ELK	3x25	0	0.0"
"20	2036PH	2036PH	1	ELK	3x25	0	0.0"
"18	2036PJ	2036PJ	1	ELK	1x25	0	0.0"
"32	2036PK	2036PK	1	ELK	1x25	0	0.0"
"20	2036PL	2036PL	1	ELK	1x35	0	0.0"
"26	2036PM	2036PM	1	ELK	1x25	0	0.0"
"20	2036PN	2036PN	1	ELK	1x25	0	0.0"
"18	2036PP	2036PP	1	ELK	1x35	0	0.0"
"26	2036PR	2036PR	1	ELK	1x25	0	0.0"
"26	2036PS	2036PS	1	ELK	1x25	0	0.0"
"24	2036PT	2036PT	1	ELK	3x25	0	0.0"
"30	2036PV	2036PV	1	ELK	1x35	0	0.0"
"25	2036QQ	2036RA	2	ELK	1x35	0	0.0"
"20	2036RB	2036RB	1	ELK	1x25	0	0.0"
"20	2036RC	2036RC	1	ELK	1x25	0	0.0"
"20	2036RD	2036RD	1	ELK	1x25	0	0.0"
"26	2036RE	2036RE	1	ELK	1x25	0	0.0"
"16	2036RG	2036RG	1	ELK	1x25	0	0.0"
"14	2036RH	2036RH	1	ELK	1x25	0	0.0"
"23	2036RJ	2036RJ	1	ELK	1x35	0	0.0"
"28	2036RK	2036RK	1	ELK	1x25	0	0.0"
"17	2036RL	2036RL	1	ELK	1x25	0	0.0"
"15	2036RM	2036RM	1	ELK	1x25	0	0.0"
"26	2036RN	2036RN	1	ELK	1x25	0	0.0"
"24	2036RP	2036RP	1	ELK	1x25	0	0.0"
"19	2036RR	2036RR	1	ELK	1x35	0	0.0"
"21	2036RS	2036RS	1	ELK	1x35	0	0.0"
"23	2036RT	2036RT	1	ELK	1x35	0	0.0"
"21	2036RV	2036RV	1	ELK	1x35	0	0.0"
"19	2036RW	2036RW	1	ELK	1x35	7897	415.63157894736844"
"21	2036SB	2036SB	1	ELK	1x35	0	0.0"
"20	2036SC	2036SC	1	ELK	1x25	0	0.0"
"24	2036SE	2036SE	1	ELK	1x35	0	0.0"
"24	2036SG	2036SG	1	ELK	1x35	0	0.0"
"20	2036SH	2036SH	1	ELK	1x35	0	0.0"
"27	2036SJ	2036SJ	1	ELK	1x35	0	0.0"
"29	2036SK	2036SK	1	ELK	1x35	0	0.0"
"27	2036SL	2036SL	1	ELK	1x35	0	0.0"
"29	2036SM	2036SM	1	ELK	1x35	0	0.0"
"22	2036SN	2036SN	1	ELK	1x35	1049	47.68181818181818"
"23	2036SP	2036SP	1	ELK	1x35	0	0.0"
"20	2036SR	2036SR	1	ELK	1x35	0	0.0"
"30	2036TA	2036TA	1	ELK	1x35	0	0.0"
"35	2036TB	2036TB	1	ELK	1x35	1	0.02857142857142857"
"42	2036TC	2036TC	1	ELK	1x35	0	0.0"
"10	2037AB	2037AB	1	ELK	3x25	0	0.0"
"10	2037AC	2037AC	1	ELK	3x25	0	0.0"
"11	2037AD	2037AD	1	ELK	3x25	0	0.0"
"10	2037AE	2037AE	1	ELK	3x35	0	0.0"
"12	2037AG	2037AG	1	ELK	3x25	0	0.0"
"11	2037AH	2037AH	1	ELK	3x25	0	0.0"
"12	2037AJ	2037AK	2	ELK	3x25	0	0.0"
"175	2037AL	2037AL	1	ELK	3x25	3631	20.748571428571427"
"24	2037AM	2037AM	1	ELK	3x25	0	0.0"
"22	2037AN	2037AN	1	ELK	3x25	0	0.0"
"24	2037AP	2037AP	1	ELK	3x25	0	0.0"
"25	2037AR	2037AR	1	ELK	3x25	0	0.0"
"13	2037AS	2037AT	2	ELK	3x25	0	0.0"
"18	2037AV	2037AZ	3	ELK	3x25	15012	834.0"
"17	2037BA	2037CA	2	ELK	1x35	18354	1079.6470588235295"
"13	2037CB	2037CB	1	ELK	1x35	5642	434.0"
"10	2037CC	2037CC	1	ELK	1x35	3707	370.7"
"20	2037CD	2037CD	1	ELK	1x35	9564	478.2"
"274	2037EA	2037EB	2	ELK	3x25	93639	341.74817518248176"
"18	2037EC	2037EC	1	ELK	1x35	0	0.0"
"26	2037ED	2037ED	1	ELK	1x35	9822	377.7692307692308"
"27	2037EE	2037EE	1	ELK	1x25	24459	905.8888888888889"
"24	2037EG	2037EG	1	ELK	1x25	0	0.0"
"13	2037EH	2037EH	1	ELK	1x35	2394	184.15384615384616"
"22	2037EJ	2037EJ	1	ELK	3x25	0	0.0"
"14	2037EK	2037EK	1	ELK	1x35	2238	159.85714285714286"
"18	2037EL	2037EL	1	ELK	1x35	0	0.0"
"34	2037EM	2037EN	2	ELK	1x35	10693	314.5"
"26	2037EP	2037EP	1	ELK	1x25	25259	971.5"
"24	2037ER	2037ER	1	ELK	1x25	0	0.0"
"27	2037ES	2037ET	2	ELK	1x35	0	0.0"
"12	2037EV	2037EV	1	ELK	1x35	0	0.0"
"20	2037GA	2037GB	2	ELK	3x25	0	0.0"
"28	2037GC	2037GC	1	ELK	1x35	31874	1138.357142857143"
"24	2037GD	2037GD	1	ELK	1x25	0	0.0"
"24	2037GE	2037GE	1	ELK	1x25	0	0.0"
"30	2037GG	2037GH	2	ELK	1x35	0	0.0"
"23	2037GJ	2037GJ	1	ELK	1x35	0	0.0"
"29	2037GK	2037GK	1	ELK	1x25	11201	386.2413793103448"
"19	2037GL	2037GL	1	ELK	1x25	0	0.0"
"23	2037GM	2037GM	1	ELK	1x25	12081	525.2608695652174"
"13	2037GN	2037GN	1	ELK	1x25	0	0.0"
"21	2037GP	2037GP	1	ELK	1x35	15530	739.5238095238095"
"22	2037GR	2037GR	1	ELK	1x35	9909	450.40909090909093"
"26	2037GS	2037GS	1	ELK	1x35	13119	504.5769230769231"
"23	2037GT	2037GT	1	ELK	1x35	0	0.0"
"54	2037GV	2037GV	1	ELK	1x35	2637	48.833333333333336"
"23	2037GW	2037GW	1	ELK	1x35	0	0.0"
"18	2037GX	2037GX	1	ELK	1x35	0	0.0"
"17	2037GZ	2037GZ	1	ELK	3x25	12012	706.5882352941177"
"16	2037HA	2037HA	1	ELK	3x25	19153	1197.0625"
"22	2037HB	2037HB	1	ELK	1x25	3	0.13636363636363635"
"13	2037HH	2037HH	1	ELK	3x25	6172	474.7692307692308"
"25	2037HJ	2037HK	2	ELK	3x25	6175	247.0"
"13	2037HL	2037HM	2	ELK	1x35	0	0.0"
"23	2037HN	2037HN	1	ELK	1x25	0	0.0"
"12	2037HV	2037HV	1	ELK	1x35	0	0.0"
"18	2037HW	2037HW	1	ELK	1x35	0	0.0"
"33	2037HX	2037HX	1	ELK	1x35	1672	50.666666666666664"
"17	2037JA	2037JA	1	ELK	1x35	1447	85.11764705882354"
"30	2037JB	2037JC	2	ELK	1x25	0	0.0"
"12	2037JJ	2037JJ	1	ELK	1x35	829	69.08333333333333"
"17	2037JK	2037JK	1	ELK	3x25	2575	151.47058823529412"
"12	2037JL	2037JL	1	ELK	3x25	0	0.0"
"15	2037JM	2037JM	1	ELK	1x35	0	0.0"
"26	2037JN	2037JN	1	ELK	1x35	7404	284.7692307692308"
"23	2037JP	2037KA	2	ELK	1x35	7957	345.95652173913044"
"16	2037KB	2037KB	1	ELK	1x25	8670	541.875"
"21	2037KC	2037KC	1	ELK	1x25	0	0.0"
"12	2037KJ	2037KJ	1	ELK	3x25	3946	328.8333333333333"
"18	2037KK	2037KK	1	ELK	1x35	9668	537.1111111111111"
"24	2037KL	2037KL	1	ELK	1x35	20058	835.75"
"26	2037KM	2037KM	1	ELK	1x35	26862	1033.1538461538462"
"12	2037KN	2037KN	1	ELK	1x35	3538	294.8333333333333"
"23	2037KP	2037KP	1	ELK	1x35	0	0.0"
"29	2037KR	2037KR	1	ELK	1x25	1826	62.96551724137931"
"19	2037KS	2037KS	1	ELK	1x25	0	0.0"
"19	2037KT	2037KT	1	ELK	1x25	0	0.0"
"18	2037KV	2037KV	1	ELK	1x25	0	0.0"
"18	2037KW	2037KW	1	ELK	1x25	0	0.0"
"31	2037KX	2037KZ	2	ELK	3x25	29240	943.2258064516129"
"19	2037LA	2037LA	1	ELK	1x35	15241	802.1578947368421"
"26	2037LB	2037LB	1	ELK	3x25	11962	460.0769230769231"
"26	2037LC	2037LC	1	ELK	3x25	12496	480.61538461538464"
"27	2037LD	2037LD	1	ELK	3x25	17031	630.7777777777778"
"17	2037LE	2037LE	1	ELK	1x35	8785	516.7647058823529"
"19	2037LG	2037LG	1	ELK	1x35	0	0.0"
"18	2037LH	2037LH	1	ELK	1x35	0	0.0"
"18	2037LJ	2037LJ	1	ELK	1x35	0	0.0"
"15	2037LK	2037LK	1	ELK	1x35	0	0.0"
"16	2037LL	2037LL	1	ELK	1x35	0	0.0"
"18	2037LM	2037LM	1	ELK	3x25	8813	489.6111111111111"
"18	2037LN	2037LN	1	ELK	3x25	771	42.833333333333336"
"22	2037LP	2037LP	1	ELK	3x25	23251	1056.8636363636363"
"14	2037LR	2037LR	1	ELK	1x35	0	0.0"
"17	2037LS	2037LS	1	ELK	1x35	0	0.0"
"19	2037LT	2037LT	1	ELK	1x35	0	0.0"
"18	2037LV	2037LV	1	ELK	1x35	0	0.0"
"18	2037LW	2037LW	1	ELK	1x35	0	0.0"
"22	2037LX	2037LX	1	ELK	3x25	9200	418.1818181818182"
"19	2037LZ	2037LZ	1	ELK	3x25	13283	699.1052631578947"
"35	2037MA	2037MA	1	ELK	1x35	0	0.0"
"24	2037MB	2037MB	1	ELK	1x35	38903	1620.9583333333333"
"28	2037MC	2037MC	1	ELK	3x25	42989	1535.3214285714287"
"20	2037MD	2037MD	1	ELK	1x35	13401	670.05"
"26	2037ME	2037ME	1	ELK	1x35	5148	198.0"
"11	2037MG	2037MG	1	ELK	1x35	2462	223.8181818181818"
"25	2037MH	2037MH	1	ELK	1x35	3708	148.32"
"42	2037MJ	2037MJ	1	ELK	1x35	0	0.0"
"14	2037NA	2037NA	1	ELK	3x25	0	0.0"
"13	2037NB	2037NB	1	ELK	1x35	5557	427.46153846153845"
"21	2037ND	2037ND	1	ELK	1x35	0	0.0"
"18	2037NE	2037NE	1	ELK	1x35	0	0.0"
"18	2037NG	2037NG	1	ELK	1x35	0	0.0"
"16	2037NH	2037NH	1	ELK	1x35	0	0.0"
"18	2037NJ	2037NJ	1	ELK	1x35	0	0.0"
"15	2037NK	2037NK	1	ELK	1x35	1705	113.66666666666667"
"11	2037NL	2037NL	1	ELK	1x35	0	0.0"
"19	2037NM	2037NM	1	ELK	1x35	0	0.0"
"22	2037NN	2037NN	1	ELK	1x35	0	0.0"
"22	2037NP	2037NP	1	ELK	1x35	0	0.0"
"16	2037NR	2037NR	1	ELK	1x35	0	0.0"
"14	2037PA	2037PA	1	ELK	3x25	0	0.0"
"24	2037PB	2037PB	1	ELK	3x25	2797	116.54166666666667"
"18	2037PC	2037PC	1	ELK	3x25	0	0.0"
"15	2037PD	2037PD	1	ELK	1x35	0	0.0"
"18	2037PE	2037PE	1	ELK	1x35	0	0.0"
"18	2037PG	2037PG	1	ELK	1x35	0	0.0"
"16	2037PH	2037PH	1	ELK	1x35	0	0.0"
"12	2037PJ	2037PJ	1	ELK	1x35	0	0.0"
"50	2037QQ	2037RA	2	ELK	3x25	9407	188.14"
"17	2037RB	2037RB	1	ELK	1x25	19362	1138.9411764705883"
"26	2037RC	2037RC	1	ELK	1x25	0	0.0"
"20	2037RD	2037RD	1	ELK	1x35	17341	867.05"
"16	2037RE	2037RE	1	ELK	1x35	0	0.0"
"16	2037RG	2037RG	1	ELK	1x35	8	0.5"
"27	2037RK	2037RK	1	ELK	3x25	12714	470.8888888888889"
"20	2037RL	2037RL	1	ELK	3x25	15635	781.75"
"13	2037RM	2037RM	1	ELK	3x25	4606	354.3076923076923"
"17	2037RN	2037RN	1	ELK	3x25	16474	969.0588235294117"
"17	2037RP	2037RP	1	ELK	3x25	1372	80.70588235294117"
"109	2037RR	2037RR	1	ELK	1x35	0	0.0"
"78	2037RS	2037RS	1	ELK	1x35	269	3.448717948717949"
"22	2037RT	2037RT	1	ELK	1x35	0	0.0"
"15	2037RV	2037RV	1	ELK	3x25	16283	1085.5333333333333"
"13	2037RW	2037RW	1	ELK	1x25	11134	856.4615384615385"
"26	2037SB	2037SB	1	ELK	1x25	0	0.0"
"20	2037SC	2037SC	1	ELK	1x25	13821	691.05"
"15	2037SE	2037SE	1	ELK	1x25	0	0.0"
"17	2037SG	2037SG	1	ELK	1x25	0	0.0"
"14	2037SH	2037SH	1	ELK	1x35	3450	246.42857142857142"
"23	2037SJ	2037SJ	1	ELK	1x35	9166	398.5217391304348"
"25	2037SK	2037SL	2	ELK	1x35	28620	1144.8"
"20	2037SM	2037SM	1	ELK	1x35	14734	736.7"
"17	2037SN	2037SN	1	ELK	1x35	0	0.0"
"15	2037SP	2037SP	1	ELK	1x35	0	0.0"
"20	2037SR	2037SR	1	ELK	3x25	29123	1456.15"
"11	2037ST	2037ST	1	ELK	3x25	2627	238.8181818181818"
"13	2037SV	2037SW	2	ELK	3x25	7137	549.0"
"27	2037TA	2037TA	1	ELK	1x35	7407	274.3333333333333"
"21	2037TB	2037TB	1	ELK	1x35	0	0.0"
"14	2037TC	2037TC	1	ELK	1x35	0	0.0"
"23	2037TD	2037TD	1	ELK	1x35	1	0.043478260869565216"
"15	2037TE	2037TE	1	ELK	1x35	0	0.0"
"14	2037TG	2037TG	1	ELK	1x35	0	0.0"
"21	2037TH	2037TH	1	ELK	1x25	0	0.0"
"22	2037TJ	2037TJ	1	ELK	1x25	0	0.0"
"21	2037TK	2037TK	1	ELK	3x25	8346	397.42857142857144"
"15	2037TL	2037TL	1	ELK	1x25	0	0.0"
"17	2037TM	2037TM	1	ELK	1x25	0	0.0"
"13	2037TN	2037TN	1	ELK	1x35	0	0.0"
"20	2037VA	2037VA	1	ELK	1x35	1432	71.6"
"15	2037VB	2037VB	1	ELK	3x25	223	14.866666666666667"
"22	2037VC	2037VC	1	ELK	1x25	26938	1224.4545454545455"
"23	2037VD	2037VD	1	ELK	1x25	0	0.0"
"22	2037VE	2037VE	1	ELK	1x25	0	0.0"
"22	2037VG	2037VG	1	ELK	1x25	103	4.681818181818182"
"24	2037VH	2037VH	1	ELK	1x25	0	0.0"
"20	2037VJ	2037VJ	1	ELK	1x35	4465	223.25"
"11	2037VK	2037VK	1	ELK	1x35	2825	256.8181818181818"
"13	2037VL	2037VL	1	ELK	3x25	10157	781.3076923076923"
"21	2037VM	2037VM	1	ELK	3x25	8863	422.04761904761904"
"27	2037XA	2037XA	1	ELK	3x25	29986	1110.5925925925926"
"52	2037XB	2037XB	1	ELK	3x25	33637	646.8653846153846"
"28	2037XC	2037XC	1	ELK	3x25	31618	1129.2142857142858"
"29	2037XD	2037XD	1	ELK	3x25	13975	481.8965517241379"
"30	2037XE	2037XE	1	ELK	3x25	0	0.0"
"25	2037XG	2037XG	1	ELK	3x25	0	0.0"
"25	2037XH	2037XH	1	ELK	3x25	0	0.0"
"25	2037XJ	2037XJ	1	ELK	3x25	0	0.0"
"25	2037XK	2037XK	1	ELK	3x25	0	0.0"
"23	2037XL	2037XL	1	ELK	3x25	0	0.0"
"21	2037XM	2037XM	1	ELK	3x25	0	0.0"
"26	2037XN	2037XN	1	ELK	1x25	0	0.0"
"24	2037XP	2037XP	1	ELK	1x25	0	0.0"
"24	2037XR	2037XR	1	ELK	1x25	0	0.0"
"18	2037XS	2037XS	1	ELK	1x25	0	0.0"
"164	2037XX	2037XZ	2	ELK	3x25	0	0.0"
"60	2041AA	2041AA	1	ELK	3x25	0	0.0"
"36	2041AB	2041AE	2	ELK	3x25	2225	61.80555555555556"
"15	2041AG	2041BA	2	ELK	3x25	0	0.0"
"14	2041BB	2041BB	1	ELK	1x35	0	0.0"
"31	2041BC	2041BD	2	ELK	1x35	6481	209.06451612903226"
"19	2041BE	2041BG	2	ELK	1x35	0	0.0"
"12	2041BH	2041BH	1	ELK	1x35	0	0.0"
"12	2041BJ	2041BJ	1	ELK	1x35	0	0.0"
"12	2041BK	2041BK	1	ELK	1x35	0	0.0"
"12	2041BL	2041BL	1	ELK	1x25	0	0.0"
"11	2041BM	2041BM	1	ELK	1x35	0	0.0"
"16	2041BN	2041BN	1	ELK	3x25	0	0.0"
"30	2041BP	2041BP	1	ELK	1x25	56	1.8666666666666667"
"103	2041BS	2041BS	1	ELK	3x25	40588	394.05825242718447"
"24	2041CA	2041CB	2	ELK	3x25	5252	218.83333333333334"
"45	2041CC	2041CD	2	ELK	3x25	33654	747.8666666666667"
"29	2041CE	2041CE	1	ELK	3x25	7767	267.82758620689657"
"44	2041CG	2041CG	1	ELK	1x35	16835	382.6136363636364"
"16	2041CH	2041CH	1	ELK	3x25	2870	179.375"
"24	2041CJ	2041CJ	1	ELK	3x25	11536	480.6666666666667"
"24	2041CK	2041CK	1	ELK	3x25	32806	1366.9166666666667"
"15	2041CL	2041CL	1	ELK	3x25	15773	1051.5333333333333"
"40	2041CM	2041CN	2	ELK	3x25	62626	1565.65"
"65	2041CP	2041CR	2	ELK	1x35	0	0.0"
"22	2041CS	2041CS	1	ELK	3x25	34065	1548.409090909091"
"21	2041CT	2041CT	1	ELK	3x25	0	0.0"
"12	2041CV	2041CW	2	ELK	3x25	20673	1722.75"
"18	2041CX	2041CX	1	ELK	3x25	6298	349.8888888888889"
"26	2041CZ	2041CZ	1	ELK	3x25	14648	563.3846153846154"
"31	2041EA	2041EB	2	ELK	3x25	0	0.0"
"14	2041EC	2041EC	1	ELK	1x35	0	0.0"
"14	2041ED	2041ED	1	ELK	1x35	0	0.0"
"12	2041EE	2041EE	1	ELK	1x35	8506	708.8333333333334"
"19	2041EG	2041EG	1	ELK	1x35	0	0.0"
"21	2041EH	2041EH	1	ELK	1x35	1366	65.04761904761905"
"10	2041EJ	2041EJ	1	ELK	3x25	15711	1571.1"
"42	2041EK	2041EK	1	ELK	3x25	0	0.0"
"25	2041EL	2041EL	1	ELK	3x25	0	0.0"
"12	2041EM	2041EM	1	ELK	3x25	0	0.0"
"11	2041EN	2041EN	1	ELK	3x25	16464	1496.7272727272727"
"46	2041GA	2041GB	2	ELK	3x25	19674	427.69565217391306"
"37	2041GC	2041GC	1	ELK	3x25	41901	1132.4594594594594"
"41	2041GE	2041GE	1	ELK	3x25	35592	868.0975609756098"
"24	2041GG	2041GG	1	ELK	1x35	0	0.0"
"17	2041GH	2041GJ	2	ELK	1x35	0	0.0"
"20	2041GK	2041GK	1	ELK	3x25	0	0.0"
"10	2041GL	2041GM	2	ELK	3x25	6452	645.2"
"14	2041GN	2041GN	1	ELK	1x35	0	0.0"
"33	2041HA	2041HA	1	ELK	1x25	0	0.0"
"17	2041HB	2041HB	1	ELK	3x25	0	0.0"
"26	2041HC	2041HC	1	ELK	3x25	9883	380.11538461538464"
"29	2041HD	2041HD	1	ELK	1x25	0	0.0"
"18	2041HE	2041HE	1	ELK	1x25	0	0.0"
"14	2041HG	2041HG	1	ELK	1x35	0	0.0"
"22	2041HH	2041HJ	2	ELK	3x25	0	0.0"
"19	2041HK	2041HK	1	ELK	1x35	0	0.0"
"19	2041HL	2041HL	1	ELK	1x35	0	0.0"
"23	2041HM	2041HM	1	ELK	1x25	0	0.0"
"20	2041HN	2041HN	1	ELK	1x25	0	0.0"
"27	2041HP	2041HR	2	ELK	1x35	17331	641.8888888888889"
"20	2041HS	2041HS	1	ELK	1x35	0	0.0"
"26	2041HT	2041HT	1	ELK	1x35	176	6.769230769230769"
"16	2041HV	2041HV	1	ELK	1x35	0	0.0"
"22	2041HW	2041HW	1	ELK	1x35	0	0.0"
"68	2041JA	2041JA	1	ELK	3x25	0	0.0"
"19	2041JB	2041JB	1	ELK	1x35	0	0.0"
"17	2041JC	2041JC	1	ELK	1x25	3039	178.76470588235293"
"18	2041JD	2041JD	1	ELK	3x25	0	0.0"
"19	2041JE	2041JE	1	ELK	1x35	0	0.0"
"25	2041JG	2041JG	1	ELK	1x35	1723	68.92"
"18	2041JH	2041JH	1	ELK	1x35	1	0.05555555555555555"
"22	2041JJ	2041JJ	1	ELK	1x35	0	0.0"
"21	2041JK	2041JK	1	ELK	1x35	0	0.0"
"19	2041JL	2041JL	1	ELK	1x35	0	0.0"
"20	2041JM	2041JM	1	ELK	1x35	0	0.0"
"25	2041JN	2041JN	1	ELK	1x25	0	0.0"
"23	2041JP	2041JR	2	ELK	3x25	9637	419.0"
"23	2041JS	2041JS	1	ELK	1x35	0	0.0"
"20	2041JT	2041JT	1	ELK	3x25	0	0.0"
"16	2041JV	2041JV	1	ELK	1x25	0	0.0"
"19	2041JW	2041JW	1	ELK	3x25	0	0.0"
"14	2041JX	2041JX	1	ELK	1x35	1	0.07142857142857142"
"20	2041JZ	2041JZ	1	ELK	3x25	0	0.0"
"31	2041KA	2041KC	3	ELK	1x35	0	0.0"
"26	2041KD	2041KD	1	ELK	1x35	1575	60.57692307692308"
"20	2041KE	2041KE	1	ELK	1x35	0	0.0"
"48	2041KG	2041KG	1	ELK	1x35	1	0.020833333333333332"
"11	2041KH	2041KK	3	ELK	3x25	0	0.0"
"20	2041KL	2041KL	1	ELK	3x25	4042	202.1"
"186	2041KM	2041KM	1	ELK	3x25	33790	181.66666666666666"
"14	2041KP	2041KR	2	ELK	1x25	10827	773.3571428571429"
"19	2041KS	2041KS	1	ELK	1x25	6614	348.10526315789474"
"15	2041KT	2041KT	1	ELK	3x25	2430	162.0"
"12	2041KV	2041KV	1	ELK	1x35	3116	259.6666666666667"
"24	2041LA	2041LA	1	ELK	1x35	0	0.0"
"17	2041LB	2041LC	2	ELK	1x25	0	0.0"
"10	2041LD	2041LD	1	ELK	1x25	0	0.0"
"21	2041LE	2041LG	2	ELK	1x25	5321	253.38095238095238"
"13	2041LH	2041LJ	2	ELK	3x25	9076	698.1538461538462"
"98	2041LK	2041LL	2	ELK	1x25	8647	88.23469387755102"
"120	2041LM	2041LM	1	ELK	1x35	12194	101.61666666666666"
"13	2041NA	2041NA	1	ELK	3x25	0	0.0"
"14	2041NB	2041NB	1	ELK	1x25	0	0.0"
"35	2041NC	2041NC	1	ELK	3x25	8547	244.2"
"13	2041ND	2041ND	1	ELK	1x35	0	0.0"
"21	2041NE	2041NE	1	ELK	1x35	0	0.0"
"13	2041NG	2041NG	1	ELK	1x25	1975	151.92307692307693"
"16	2041NH	2041NJ	2	ELK	3x25	3663	228.9375"
"16	2041NK	2041NK	1	ELK	3x25	10945	684.0625"
"21	2041NL	2041NM	2	ELK	3x25	5880	280.0"
"18	2041NN	2041NN	1	ELK	1x25	0	0.0"
"17	2041NP	2041NP	1	ELK	3x25	2577	151.58823529411765"
"19	2041NR	2041NR	1	ELK	3x25	20346	1070.842105263158"
"26	2041NS	2041NS	1	ELK	1x35	14651	563.5"
"26	2041NT	2041NT	1	ELK	1x35	12332	474.3076923076923"
"15	2041NV	2041NV	1	ELK	1x35	0	0.0"
"16	2041NW	2041NW	1	ELK	1x35	1493	93.3125"
"11	2041NX	2041NX	1	ELK	1x35	0	0.0"
"10	2041PA	2041PA	1	ELK	1x35	884	88.4"
"18	2041PB	2041PB	1	ELK	1x35	0	0.0"
"12	2041PC	2041PC	1	ELK	3x25	2227	185.58333333333334"
"17	2041PD	2041PD	1	ELK	1x35	5659	332.88235294117646"
"19	2041PE	2041PE	1	ELK	3x25	7969	419.42105263157896"
"14	2041PG	2041PG	1	ELK	3x25	11464	818.8571428571429"
"11	2041PH	2041PH	1	ELK	1x35	0	0.0"
"22	2041PJ	2041PJ	1	ELK	1x35	2384	108.36363636363636"
"19	2041PK	2041PL	2	ELK	1x25	8390	441.57894736842104"
"19	2041PM	2041PM	1	ELK	1x35	0	0.0"
"21	2041PN	2041PN	1	ELK	1x35	445	21.19047619047619"
"20	2041PP	2041PP	1	ELK	1x35	0	0.0"
"20	2041PR	2041PR	1	ELK	3x25	24383	1219.15"
"23	2041RA	2041RB	2	ELK	1x25	0	0.0"
"68	2041RC	2041RC	1	ELK	1x25	0	0.0"
"23	2041RM	2041RM	1	ELK	1x25	0	0.0"
"26	2041RN	2041RN	1	ELK	1x25	0	0.0"
"26	2041RP	2041RP	1	ELK	1x25	0	0.0"
"24	2041RR	2041RR	1	ELK	1x25	0	0.0"
"18	2041RS	2041RS	1	ELK	1x25	0	0.0"
"24	2041RT	2041RT	1	ELK	1x35	0	0.0"
"19	2041RV	2041RV	1	ELK	1x25	0	0.0"
"20	2041SB	2041SB	1	ELK	1x35	11600	580.0"
"20	2041SC	2041SC	1	ELK	1x25	0	0.0"
"18	2041SE	2041SE	1	ELK	1x25	0	0.0"
"18	2041SG	2041SG	1	ELK	1x25	0	0.0"
"28	2041SH	2041SJ	2	ELK	1x25	15091	538.9642857142857"
"15	2041SK	2041SK	1	ELK	1x25	0	0.0"
"18	2041SL	2041SL	1	ELK	1x25	0	0.0"
"24	2041SM	2041SM	1	ELK	3x25	1243	51.791666666666664"
"24	2041TA	2041TB	2	ELK	1x25	5161	215.04166666666666"
"12	2041TC	2041TC	1	ELK	1x25	0	0.0"
"16	2041TD	2041TD	1	ELK	1x35	0	0.0"
"17	2041TH	2041TH	1	ELK	3x25	15958	938.7058823529412"
"16	2041TJ	2041TJ	1	ELK	3x25	11283	705.1875"
"25	2041TK	2041TK	1	ELK	1x25	0	0.0"
"16	2041TL	2041TL	1	ELK	1x25	0	0.0"
"16	2041TM	2041TM	1	ELK	1x25	0	0.0"
"15	2041TN	2041TN	1	ELK	1x25	0	0.0"
"21	2041TP	2041TP	1	ELK	1x25	0	0.0"
"28	2041TR	2041TR	1	ELK	3x25	14948	533.8571428571429"
"17	2041TS	2041TZ	2	ELK	3x25	2030	119.41176470588235"
"19	2041VA	2041VA	1	ELK	3x25	23501	1236.8947368421052"
"22	2041VB	2041VB	1	ELK	3x25	2354	107.0"
"12	2041VC	2041VC	1	ELK	3x25	5651	470.9166666666667"
"12	2041VD	2041VD	1	ELK	3x25	0	0.0"
"22	2041VE	2041VE	1	ELK	3x25	9765	443.8636363636364"
"22	2041VG	2041VG	1	ELK	3x25	3631	165.04545454545453"
